ndb,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg
19041,544.0,61.3,31.3,0.0,0.0,0.0,1818.0
19042,487.0,6.51,31.06,55.92,3.8,5.47,545.0
19043,531.0,8.1,33.9,51.5,5.2,0.0,549.0
19049,463.0,9.85,16.92,66.5,3.6,17.6,1117.0
19050,362.0,11.1,2.6,81.3,7.7,0.0,203.0
19051,387.0,8.2,2.8,81.5,4.2,0.89,166.0
19052,380.0,9.0,3.5,80.1,3.8,0.0,116.0
19061,442.0,6.3,17.1,65.6,0.0,0.0,95.0
19062,484.0,14.2,31.9,44.9,5.0,23.88,121.0
19063,480.0,7.9,24.2,63.1,5.3,0.0,787.0
19064,387.0,1.59,3.31,87.73,0.1,56.32,44.0
19070,391.0,0.03,3.3,90.4,0.0,80.46,391.0
19071,540.0,8.15,31.36,56.29,3.8,34.11,107.0
19074,382.0,4.6,8.1,77.0,0.0,65.5,245.0
19075,462.0,6.19,21.19,63.81,1.2,56.92,122.0
19080,480.0,4.2,30.0,63.9,5.9,54.5,11.0
19081,507.0,3.9,34.2,60.4,5.5,51.48,16.0
19083,366.0,2.2,9.3,80.4,2.1,71.42,26.0
19084,569.0,11.97,37.13,46.85,4.4,37.13,52.0
19085,539.0,2.2,29.05,67.1,0.0,67.1,89.0
19090,222.0,4.1,13.0,22.2,0.7,21.16,61.0
19091,384.0,2.19,7.17,80.99,2.0,63.78,28.0
19092,347.0,2.3,2.64,79.37,0.6,51.35,195.0
19093,531.0,8.51,30.57,58.01,1.7,53.96,101.0
19098,482.0,8.78,23.98,62.68,3.1,47.19,225.0
19099,373.0,0.0,0.02,93.18,0.0,88.9,11.0
19100,410.0,2.39,10.41,76.7,1.7,73.12,45.0
19101,460.0,4.38,18.93,68.15,2.5,63.37,39.0
19106,396.0,0.0,0.0,98.9,0.1,58.97,44.0
19107,394.0,0.0,0.2,98.0,0.0,62.9,38.0
19108,375.0,0.0,0.05,93.55,0.2,70.0,50.0
19109,518.0,6.51,25.99,64.59,1.0,48.68,54.0
19110,523.0,6.62,26.58,64.34,2.2,52.53,196.0
19115,467.0,8.1,23.0,62.7,2.0,52.1,170.0
19116,318.0,1.8,0.2,81.3,0.1,57.56,80.0
19117,469.0,12.49,21.52,60.49,4.5,0.0,195.0
19118,462.0,7.7,23.0,65.5,1.9,46.2,193.0
19123,105.0,3.15,1.92,18.89,0.4,0.0,284.0
19124,426.0,3.64,15.59,77.41,4.0,69.4,3.0
19125,539.0,5.41,29.73,62.36,5.4,54.05,41.0
19126,519.0,13.1,33.5,49.7,4.7,37.59,41.0
28358,515.0,0.0,24.18,74.39,0.0,42.31,111.0
28359,541.0,4.06,30.42,62.82,1.6,40.99,122.0
28360,446.0,12.06,15.63,64.29,16.2,1.0,587.0
28361,457.0,11.71,16.11,66.2,0.0,0.69,874.0
28362,458.0,9.56,16.82,67.2,0.0,2.4,868.0
28367,499.0,3.13,22.15,71.88,1.0,43.94,212.0
28368,239.0,3.34,2.65,50.47,5.1,6.87,593.0
28369,240.0,3.81,4.47,46.13,5.1,3.34,441.0
28370,310.0,7.99,6.4,55.1,3.6,9.53,707.0
28375,248.0,2.99,8.22,40.54,0.0,1.73,508.0
28376,471.0,7.63,18.93,67.57,0.0,0.0,730.0
28397,265.0,13.36,4.23,43.34,7.4,6.39,381.0
28399,446.0,6.9,13.8,74.1,1.1,23.3,335.0
31024,209.0,1.7,11.1,25.52,3.4,6.46,214.0
31025,161.0,1.36,3.58,30.72,1.9,7.65,250.0
35052,81.0,3.9,0.1,16.1,0.0,0.0,0.0
35053,104.0,7.3,1.1,16.3,0.0,0.0,0.0
35054,56.0,12.3,0.8,0.0,0.0,0.0,0.0
35055,351.0,82.6,2.3,0.0,0.0,0.0,0.0
35060,156.0,16.6,8.0,4.3,0.0,0.0,0.0
35063,61.0,4.2,0.5,9.9,0.0,0.0,0.0
35064,159.0,15.9,10.6,0.0,0.0,0.0,0.0
35065,266.0,30.7,15.9,0.0,0.0,0.0,0.0
35071,142.0,28.4,3.2,0.0,0.0,0.0,110.0
35072,116.0,18.6,3.3,2.9,0.0,0.0,0.0
35073,72.0,7.4,2.2,5.6,0.0,0.0,30.0
35074,42.0,2.3,0.7,6.5,0.0,0.0,0.0
35081,199.0,19.2,13.6,0.0,0.0,0.0,0.0
35082,282.0,16.3,24.1,0.0,0.0,0.0,0.0
35083,125.0,21.0,3.0,3.5,0.0,0.0,0.0
35084,900.0,0.0,100.0,0.0,0.0,0.0,0.0
35089,131.0,18.9,6.1,0.0,0.0,0.0,51.0
35091,107.0,18.6,3.6,0.0,0.0,0.0,0.0
35092,592.0,2.6,61.0,8.1,0.0,0.0,0.0
35093,122.0,6.1,1.6,20.7,0.0,0.0,0.0
35135,386.0,9.72,5.18,75.2,16.6,6.47,4.0
35136,398.0,10.99,5.04,77.14,10.4,1.46,4.0
35137,384.0,9.85,5.88,72.9,9.4,1.56,4.0
35138,26.0,0.52,0.2,5.64,0.0,3.54,20.0
35143,237.0,7.28,0.95,49.94,2.4,2.75,482.0
35144,101.0,8.71,3.78,8.03,0.0,0.21,46.0
35145,83.0,6.71,2.06,9.38,2.0,0.11,45.0
35146,103.0,8.62,4.34,7.27,1.7,0.61,49.0
35151,153.0,21.94,7.28,0.0,0.0,0.0,60.0
35152,116.0,20.69,3.67,0.0,0.0,0.0,59.0
35153,187.0,20.25,11.73,0.0,0.0,0.0,48.0
35154,47.0,0.85,0.33,10.05,1.9,3.66,14.0
35161,271.0,59.38,3.67,0.0,0.0,0.0,950.0
35162,122.0,22.63,3.37,0.0,0.0,0.0,52.0
35164,367.0,35.31,25.08,0.0,0.0,0.0,120.0
35165,371.0,62.44,13.44,0.0,0.0,0.0,200.0
35170,186.0,23.63,10.17,0.0,0.0,0.0,57.0
35171,378.0,62.09,14.38,0.0,0.0,0.0,190.0
35172,143.0,29.45,2.8,0.0,0.0,0.0,56.0
35173,97.0,20.14,1.8,0.0,0.0,0.0,49.0
35178,148.0,30.56,2.85,0.0,0.0,0.0,50.0
35179,156.0,2.89,0.98,33.88,17.0,14.22,2.0
35180,382.0,77.27,8.06,0.0,0.0,0.0,2850.0
35181,159.0,21.11,8.26,0.0,0.0,0.0,118.0
35182,95.0,6.81,3.47,9.22,0.7,0.34,130.0
36059,204.0,16.17,10.64,10.92,0.9,2.79,536.0
36404,146.0,3.2,3.69,24.92,0.5,15.26,106.0
36405,151.0,4.64,3.85,24.4,3.4,0.86,420.0
36406,142.0,3.96,3.46,23.74,2.6,0.15,370.0
36407,182.0,3.5,4.98,30.75,1.4,0.0,583.0
36412,174.0,7.35,9.04,15.75,2.4,0.46,473.0
36413,103.0,5.1,2.57,14.79,4.9,0.89,311.0
36414,74.0,8.61,2.58,4.07,0.0,0.0,411.0
36415,219.0,5.48,5.38,37.14,2.6,0.87,270.0
36416,462.0,8.02,26.24,48.57,1.5,12.24,418.0
36603,105.0,7.08,5.3,7.29,1.5,2.41,409.0
36604,294.0,18.67,15.41,20.24,1.0,0.19,871.0
36605,287.0,12.62,16.77,21.4,0.3,0.0,1050.0
36606,266.0,22.94,17.05,5.31,1.6,0.0,414.0
36611,324.0,13.56,17.87,27.22,1.6,2.83,1008.0
36612,319.0,13.88,20.01,20.93,1.5,0.75,1400.0
36613,150.0,5.19,4.92,21.16,1.2,4.2,300.0
36614,377.0,16.27,28.57,13.59,0.8,0.0,644.0
36620,78.0,5.9,4.05,4.52,1.4,2.16,375.0
36621,250.0,10.1,12.65,23.86,1.0,11.47,246.0
36622,270.0,8.91,15.66,23.34,1.0,10.34,304.0
36623,85.0,6.76,2.8,8.29,1.0,1.74,311.0
36624,43.0,1.34,1.68,5.74,1.2,2.63,344.0
36631,121.0,5.8,3.28,17.19,1.7,1.67,209.0
36632,122.0,5.87,3.92,15.71,1.5,1.96,270.0
36633,293.0,14.33,14.25,26.88,0.7,15.98,482.0
42040,268.0,0.0,0.0,66.91,0.0,46.55,27.0
42117,390.0,25.0,32.0,1.0,0.0,1.0,670.0
42119,86.0,2.5,0.8,17.54,0.4,13.28,37.0
42120,74.0,2.4,0.8,14.68,0.4,10.8,36.0
42128,134.0,19.6,5.8,0.93,0.0,0.5,1038.0
42137,564.0,1.2,61.4,3.5,0.0,2.45,1103.0
42138,333.0,0.9,33.3,6.7,0.0,4.2,733.0
42139,536.0,9.6,31.2,54.1,3.8,23.63,193.0
42140,200.0,0.3,20.0,6.7,0.2,1.94,1074.0
42141,71.0,0.8,3.5,9.1,0.0,9.1,60.0
42155,313.0,28.2,21.6,0.7,0.0,0.56,781.0
42157,107.0,1.4,2.7,20.0,0.0,5.35,897.0
42158,140.0,1.0,8.0,16.0,0.0,3.28,932.0
42161,204.0,11.8,14.8,5.2,0.0,0.0,821.0
42183,553.0,7.3,33.3,56.0,3.0,53.0,266.0
42185,107.0,4.4,0.8,19.7,2.0,12.61,81.0
42186,131.0,3.0,3.6,21.6,2.3,19.24,63.0
42187,127.0,3.0,3.6,21.6,0.0,19.92,63.0
42200,371.0,25.56,3.25,59.87,18.6,0.0,1745.0
42204,392.0,7.1,4.3,81.1,4.2,0.88,71.0
42227,522.0,7.53,27.76,60.5,5.6,49.22,45.0
42230,329.0,0.0,20.0,40.0,0.4,38.73,1600.0
43326,172.0,22.3,8.3,0.3,0.0,0.0,969.0
43327,145.0,20.9,5.5,1.5,0.0,0.0,969.0
43329,263.0,0.9,19.0,23.9,0.0,4.34,837.0
43346,95.0,0.5,0.0,23.17,0.1,19.99,8.0
43352,72.0,12.4,1.0,2.7,0.0,2.7,13.0
43355,231.0,0.3,19.2,16.0,0.0,4.2,110.0
43364,503.0,7.79,23.36,65.32,5.3,1.0,15.0
43382,46.0,0.39,0.13,12.2,0.1,12.1,2.0
43384,310.0,11.7,28.4,2.0,0.0,0.0,682.0
43387,19.0,1.36,0.3,2.81,1.3,0.42,29.0
43390,208.0,28.1,9.7,0.0,0.0,0.0,996.0
43398,376.0,22.2,31.19,1.6,0.0,0.45,7.0
43401,509.0,1.96,29.1,59.94,0.5,59.0,0.0
43404,19.0,0.1,0.0,4.7,0.1,4.6,5.0
43405,374.0,28.4,27.4,3.4,0.0,1.31,14.0
43432,82.0,4.34,1.9,11.53,1.1,0.37,35.0
43441,276.0,10.8,2.8,51.87,5.4,0.4,492.0
43447,557.0,6.6,33.4,57.4,4.4,1.41,15.0
43449,105.0,4.8,0.4,20.49,5.5,7.78,1.0
43497,36.0,5.5,1.4,0.0,0.0,0.0,9690.0
43506,323.0,4.4,20.2,30.9,0.6,30.0,92.0
43507,312.0,12.0,28.51,1.8,0.0,0.0,311.0
43514,24.0,0.0,0.0,5.92,0.0,1.52,10.0
43536,77.0,0.9,0.18,17.6,0.4,11.11,14.0
43537,77.0,0.5,0.7,17.05,0.4,13.62,14.0
43539,78.0,1.1,0.52,17.35,0.5,12.2,14.0
43541,251.0,4.72,16.98,19.78,0.9,17.35,57.0
43566,465.0,8.7,15.2,73.4,5.7,0.53,400.0
43570,401.0,7.12,5.46,81.19,4.2,19.79,454.0
43572,429.0,12.6,9.5,73.39,14.2,0.54,490.0
43585,73.0,0.5,0.2,17.18,2.0,14.87,1.0
43589,179.0,28.4,5.1,3.4,0.0,1.33,199.0
44018,279.0,0.0,0.0,76.1,0.1,76.0,2.0
44061,356.0,5.3,2.4,78.2,6.1,0.7,2838.0
44074,62.0,0.0,0.0,15.38,0.0,15.3,10.0
44110,179.0,0.3,0.03,46.1,0.8,45.3,2.0
44260,350.0,0.81,0.9,84.66,0.8,0.9,3750.0
48052,370.0,75.16,1.85,13.79,0.6,0.0,29.0
80200,73.0,16.4,0.3,0.0,0.0,0.0,58.0
83110,305.0,18.5,25.1,0.0,0.0,0.0,4450.0
9145,60.0,0.72,0.23,15.56,0.0,0.0,14.0
9146,79.0,1.2,0.2,20.23,0.0,0.0,3.0
9147,281.0,4.72,0.5,72.52,6.0,0.0,5.0
9148,61.0,1.14,0.52,14.66,3.0,8.99,3.0
9149,71.0,1.88,0.86,15.9,6.5,9.36,10.0
9159,30.0,0.7,0.2,10.54,2.8,1.69,2.0
9160,25.0,0.42,0.07,8.42,0.4,1.69,2.0
9161,21.0,0.25,0.23,6.69,0.4,1.37,16.0
9163,317.0,2.5,2.5,80.0,7.5,67.5,3.0
9288,105.0,0.87,0.2,27.8,3.8,0.0,3.0
9289,339.0,3.7,0.73,89.07,0.0,0.0,5.0
9290,113.0,1.23,0.24,29.7,0.0,0.0,2.0
9291,240.0,2.18,0.38,63.88,7.1,38.13,2.0
9296,57.0,0.4,0.1,15.3,1.9,0.0,4.0
9297,301.0,3.28,0.2,80.02,3.3,65.7,24.0
9298,299.0,3.3,0.25,79.32,4.5,65.18,26.0
9299,296.0,2.52,0.54,78.47,6.8,0.0,28.0
9301,82.0,0.65,0.21,20.87,0.9,0.0,11.0
9309,21.0,0.55,0.11,5.1,1.8,1.1,2.0
9310,116.0,0.39,0.05,31.2,2.0,28.7,1.0
9311,49.0,0.96,0.64,11.31,0.0,0.0,6.0
9312,25.0,0.6,0.3,5.7,0.0,0.0,0.0
9317,92.0,0.56,0.26,23.53,1.7,21.83,4.0
9318,35.0,0.43,0.11,9.13,2.1,4.56,2.0
9320,96.0,0.53,0.13,25.92,1.9,24.01,3.0
9321,94.0,2.06,0.29,23.64,4.4,0.0,9.0
9334,61.0,0.71,0.42,15.21,6.4,8.2,3.0
9340,42.0,0.5,0.23,10.65,3.6,7.05,0.0
9351,70.0,0.47,0.1,18.8,1.7,17.14,6.0
9352,88.0,1.04,0.4,22.66,2.6,17.45,3.0
9353,107.0,0.56,0.34,28.32,4.9,19.28,1.0
9370,72.0,0.52,0.18,18.43,1.2,14.66,6.0
9374,74.0,0.24,0.18,19.08,2.7,16.42,5.0
9379,89.0,0.44,0.14,23.12,1.5,21.58,19.0
9383,38.0,0.75,0.04,9.41,1.2,8.25,5.0
9407,50.0,0.21,0.51,11.93,0.1,11.16,8.0
9408,60.0,0.11,0.01,15.76,0.6,15.16,4.0
9409,53.0,0.36,0.12,12.87,0.2,9.98,2.0
9410,166.0,0.51,0.37,41.0,0.0,38.83,25.0
9416,37.0,0.54,0.64,7.51,0.6,7.69,2.0
9420,92.0,0.36,0.14,23.94,0.9,0.0,11.0
9421,277.0,1.81,0.15,74.97,6.7,66.47,1.0
9422,147.0,1.47,5.33,27.09,3.8,0.0,2.0
9429,45.0,0.55,0.13,11.82,0.0,8.29,1.0
9430,51.0,0.53,0.11,13.5,1.4,10.32,1.0
9433,47.0,0.85,0.15,12.02,1.7,9.18,1.0
9434,59.0,0.11,0.17,14.93,0.1,13.07,8.0
9443,50.0,0.16,0.12,12.46,0.2,10.92,7.0
9444,52.0,0.17,0.12,12.96,0.2,9.95,5.0
9446,309.0,1.5,11.81,49.17,3.5,3.63,2.0
9447,236.0,1.42,7.51,40.77,3.2,21.76,6.0
9500,59.0,0.27,0.2,14.06,2.3,10.48,1.0
9501,57.0,0.28,0.15,13.6,2.4,10.04,2.0
9502,58.0,0.44,0.19,13.61,2.8,9.59,1.0
9503,57.0,0.25,0.12,13.68,2.3,10.37,1.0
9510,50.0,0.36,0.14,12.18,0.2,9.98,3.0
9511,71.0,0.42,0.0,16.67,2.9,12.08,4.0
9512,62.0,0.37,0.13,14.77,0.2,14.2,5.0
9513,50.0,0.63,0.36,11.51,0.6,10.16,3.0
9518,56.0,1.15,0.81,12.55,4.3,6.54,4.0
9519,48.0,0.3,0.07,13.3,1.2,10.15,6.0
9520,63.0,1.02,0.28,15.79,1.4,12.3,3.0
9522,45.0,0.27,0.12,10.91,0.1,9.8,6.0
9530,48.0,0.5,0.32,11.05,0.6,9.9,2.0
9531,50.0,0.48,0.27,11.66,0.6,10.05,2.0
9542,152.0,1.25,0.07,36.66,2.2,2.29,2.0
9543,121.0,1.09,0.08,29.15,2.6,2.25,2.0
9554,221.0,3.04,1.34,53.19,1.1,38.21,10.0
10000,585.0,10.06,60.42,0.32,0.0,0.0,125.0
10001,376.0,13.91,35.07,0.0,0.0,0.0,42.0
10002,134.0,21.2,4.86,0.0,0.0,0.0,59.0
10007,626.0,7.06,66.1,0.0,0.0,0.0,56.0
10008,245.0,17.43,18.87,0.0,0.0,0.0,47.0
10009,273.0,26.83,17.61,0.0,0.0,0.0,60.0
10010,136.0,20.48,5.41,0.0,0.0,0.0,55.0
10011,211.0,29.41,9.44,0.0,0.0,0.0,64.0
10016,193.0,19.87,11.96,0.0,0.0,0.0,84.0
10017,232.0,25.96,13.42,0.0,0.0,0.0,81.0
10018,119.0,21.66,2.95,0.0,0.0,0.0,90.0
10019,175.0,28.69,5.83,0.0,0.0,0.0,84.0
10024,143.0,21.43,5.66,0.0,0.0,0.0,52.0
10025,204.0,28.57,9.12,0.0,0.0,0.0,50.0
10026,210.0,28.57,9.8,0.0,0.0,0.0,64.0
10027,209.0,28.62,9.63,0.0,0.0,0.0,58.0
10032,143.0,21.22,5.84,0.0,0.0,0.0,73.0
10033,222.0,28.02,11.29,0.0,0.0,0.0,70.0
10034,193.0,24.99,9.56,0.0,0.0,0.0,76.0
10035,217.0,25.7,11.89,0.0,0.0,0.0,78.0
10036,170.0,20.71,9.03,0.0,0.0,0.0,55.0
10041,200.0,30.2,7.86,0.0,0.0,0.0,75.0
10042,180.0,26.76,7.29,0.0,0.0,0.0,56.0
10043,194.0,28.58,7.95,0.0,0.0,0.0,86.0
10044,186.0,20.28,11.04,0.0,0.0,0.0,56.0
10049,208.0,29.03,9.32,0.0,0.0,0.0,72.0
10050,186.0,25.79,8.36,0.0,0.0,0.0,57.0
10051,206.0,28.82,9.21,0.0,0.0,0.0,95.0
10052,168.0,20.48,8.96,0.0,0.0,0.0,57.0
10058,174.0,29.29,5.45,0.0,0.0,0.0,89.0
10059,204.0,27.78,9.44,0.0,0.0,0.0,59.0
10060,109.0,20.95,2.17,0.0,0.0,0.0,53.0
10061,143.0,26.17,3.51,0.0,0.0,0.0,57.0
10066,127.0,22.41,3.42,0.0,0.0,0.0,49.0
10067,170.0,30.54,4.34,0.0,0.0,0.0,67.0
10068,173.0,27.58,6.08,0.0,0.0,0.0,45.0
10069,173.0,27.23,6.28,0.0,0.0,0.0,47.0
10074,193.0,18.71,12.51,0.0,0.0,0.0,84.0
10075,235.0,24.88,14.33,0.0,0.0,0.0,96.0
10076,317.0,23.47,24.01,0.0,0.0,0.0,70.0
10077,120.0,20.26,3.77,0.0,0.0,0.0,90.0
10083,269.0,23.11,18.86,0.0,0.0,0.0,67.0
10084,132.0,18.73,5.71,0.0,0.0,0.0,65.0
10085,233.0,26.57,13.2,0.0,0.0,0.0,60.0
10086,227.0,26.74,12.54,0.0,0.0,0.0,74.0
10094,123.0,23.75,3.09,0.0,0.0,0.0,87.0
10096,127.0,10.28,9.21,0.0,0.0,0.0,120.0
10097,138.0,12.14,9.51,0.0,0.0,0.0,91.0
10098,182.0,7.64,16.61,0.0,0.0,0.0,24.0
10103,118.0,17.27,4.36,1.33,0.0,0.0,56.0
10104,148.0,23.6,5.05,0.4,0.0,0.0,35.0
10105,655.0,6.38,69.61,0.0,0.0,0.0,25.0
10106,100.0,16.46,3.25,0.0,0.0,0.0,121.0
10113,99.0,16.6,3.1,0.0,0.0,0.0,81.0
10114,304.0,15.03,26.54,0.0,0.0,0.0,50.0
10115,199.0,18.56,13.24,0.0,0.0,0.0,44.0
10116,219.0,28.5,10.8,0.0,0.0,0.0,42.0
10121,225.0,16.3,17.2,0.0,0.0,0.0,110.0
10122,271.0,24.1,18.6,0.0,0.0,0.0,109.0
10123,393.0,13.66,37.13,0.0,0.0,0.35,751.0
10128,388.0,11.74,37.16,0.7,0.0,0.0,987.0
10137,120.0,18.49,4.56,0.0,0.0,0.0,1255.0
10138,136.0,21.16,4.88,0.52,0.0,0.0,1135.0
10140,226.0,20.53,15.2,0.42,0.0,0.0,941.0
10141,195.0,27.8,8.32,0.3,0.0,0.0,2695.0
10142,203.0,20.17,12.9,0.05,0.0,0.0,1386.0
10153,157.0,25.05,5.5,0.0,0.0,0.0,1327.0
10163,162.0,30.02,4.65,0.0,0.0,0.0,91.0
10164,201.0,21.14,12.96,0.0,0.0,0.0,82.0
10165,748.0,5.05,80.5,0.0,0.0,0.0,2684.0
10170,269.0,16.47,21.98,0.0,0.0,0.0,1250.0
10171,287.0,17.28,23.48,0.37,0.0,0.0,973.0
10173,238.0,21.94,16.05,0.0,0.0,0.0,73.0
10174,378.0,17.75,33.5,0.0,0.0,0.0,63.0
10179,238.0,27.63,13.32,0.0,0.0,0.0,94.0
10180,256.0,26.81,15.71,0.0,0.0,0.0,84.0
10181,172.0,30.46,4.62,0.0,0.0,0.0,87.0
10182,162.0,18.26,8.39,2.28,0.0,0.0,1278.0
10183,165.0,21.97,7.66,0.5,0.0,0.0,1385.0
10188,238.0,26.36,13.89,0.0,0.0,0.0,57.0
10189,229.0,26.68,13.6,0.0,0.0,0.0,86.0
10192,224.0,19.07,16.33,0.0,0.0,0.0,87.0
10193,292.0,23.01,21.51,0.0,0.0,0.0,94.0
10198,252.0,26.99,15.15,0.0,0.0,0.0,48.0
10199,152.0,21.8,6.48,0.0,0.0,0.0,45.0
10200,211.0,27.95,10.14,0.0,0.0,0.0,41.0
10201,216.0,29.46,10.05,0.0,0.0,0.0,65.0
10207,140.0,20.76,5.64,0.0,0.0,0.0,67.0
10208,247.0,27.74,14.26,0.0,0.0,0.0,60.0
10209,227.0,29.2,11.38,0.0,0.0,0.0,91.0
10210,133.0,22.49,4.05,0.0,0.0,0.0,63.0
10215,163.0,28.75,4.5,0.0,0.0,0.0,56.0
10216,161.0,28.6,4.36,0.0,0.0,0.0,66.0
10217,178.0,30.39,5.31,0.0,0.0,0.0,66.0
10218,120.0,20.65,3.53,0.0,0.0,0.0,52.0
10223,187.0,30.42,6.33,0.0,0.0,0.0,65.0
10224,166.0,21.34,8.33,0.0,0.0,0.0,47.0
10225,132.0,22.39,4.06,0.0,0.0,0.0,49.0
10226,177.0,20.08,10.14,0.0,0.0,0.0,54.0
10853,110.0,17.21,3.8,1.82,0.0,0.14,594.0
10854,118.0,17.83,4.16,1.79,0.0,0.22,590.0
10855,167.0,18.74,9.62,0.84,0.0,0.28,378.0
10856,145.0,19.02,7.18,0.76,0.0,0.08,358.0
10861,476.0,39.01,34.12,0.48,0.0,0.0,1783.0
10862,468.0,33.92,35.09,1.7,0.0,0.0,1684.0
10863,157.0,21.4,7.26,0.09,0.0,0.0,40.0
10864,898.0,0.07,99.5,0.0,0.0,0.0,27.0
10869,122.0,20.9,3.63,1.35,0.0,1.1,1237.0
10870,123.0,15.09,5.06,4.69,0.0,4.69,1390.0
10871,123.0,13.88,5.46,4.61,0.0,4.61,1335.0
10872,116.0,14.07,4.86,4.22,0.0,4.22,1310.0
10878,119.0,18.82,4.09,1.75,0.0,1.75,1223.0
10875,150.0,27.75,4.38,0.0,0.0,0.0,835.0
10876,126.0,22.56,3.78,1.08,0.0,1.08,986.0
10877,131.0,21.28,4.7,1.15,0.0,1.15,1267.0
10882,116.0,20.95,3.16,1.05,0.0,1.05,1163.0
10883,113.0,20.57,3.01,0.84,0.0,0.81,1180.0
10884,111.0,19.44,3.21,1.03,0.0,1.03,1098.0
10885,91.0,18.65,1.87,0.71,0.0,0.71,1040.0
10890,122.0,22.71,3.47,0.43,0.0,0.43,893.0
10891,130.0,25.11,3.33,0.3,0.0,0.3,809.0
10892,123.0,24.34,2.87,0.0,0.0,0.0,861.0
10893,109.0,19.25,3.26,1.22,0.0,1.22,895.0
10901,129.0,18.66,5.75,1.18,0.0,1.18,881.0
10902,159.0,22.82,7.4,0.17,0.0,0.04,839.0
10903,191.0,22.35,11.11,0.32,0.0,0.32,779.0
10904,200.0,19.7,13.26,0.43,0.0,0.43,838.0
10909,121.0,17.06,5.38,1.42,0.0,1.42,1126.0
10910,164.0,15.73,10.77,1.1,0.0,1.1,1011.0
10911,167.0,16.65,11.02,0.66,0.0,0.66,964.0
10912,172.0,13.99,12.5,0.8,0.0,0.62,1069.0
10917,126.0,17.77,5.48,1.54,0.0,1.54,1181.0
10918,186.0,19.46,11.48,1.15,0.0,1.03,1181.0
10919,234.0,18.17,17.29,1.42,0.0,0.99,945.0
10920,155.0,19.85,7.78,1.41,0.0,1.03,1188.0
10926,118.0,20.89,3.4,1.04,0.0,1.04,1160.0
10927,139.0,22.18,5.1,1.06,0.0,1.06,977.0
10928,114.0,20.54,3.13,0.84,0.0,0.81,1179.0
10929,177.0,23.95,8.88,0.64,0.0,0.64,826.0
10935,191.0,24.39,9.35,0.64,0.0,0.64,810.0
10936,177.0,21.61,9.85,0.41,0.0,0.06,816.0
10937,181.0,25.48,8.48,0.7,0.0,0.7,852.0
10938,130.0,24.36,3.59,0.0,0.0,0.0,760.0
10944,106.0,20.39,2.09,0.0,0.0,0.0,243.0
10945,227.0,27.58,12.14,0.0,0.0,0.0,154.0
10946,122.0,18.29,5.36,0.18,0.0,0.0,165.0
10947,170.0,29.65,5.73,0.0,0.0,0.0,315.0
10953,169.0,17.19,11.12,0.16,0.0,0.0,155.0
10954,263.0,25.84,16.94,0.03,0.0,0.0,151.0
10955,176.0,22.27,9.38,0.52,0.0,0.06,722.0
10956,158.0,27.57,4.41,0.0,0.0,0.0,76.0
10961,128.0,21.65,3.91,0.0,0.0,0.0,50.0
10962,156.0,31.11,2.56,0.0,0.0,0.0,43.0
10963,113.0,22.88,1.71,0.0,0.0,0.0,50.0
10972,218.0,17.99,16.0,0.44,0.0,0.0,68.0
10977,377.0,22.59,31.42,1.08,0.0,0.0,91.0
10978,301.0,27.14,21.39,0.0,0.0,0.0,89.0
10979,185.0,31.69,6.2,0.57,0.0,0.0,88.0
10980,172.0,20.85,9.84,0.0,0.0,0.0,95.0
10981,255.0,24.15,17.65,0.0,0.0,0.0,98.0
10986,216.0,27.83,11.65,0.0,0.0,0.0,84.0
10987,219.0,29.2,11.38,0.0,0.0,0.0,72.0
10988,202.0,24.73,11.13,0.83,0.0,0.0,58.0
10989,157.0,20.54,7.94,0.76,0.0,0.0,64.0
10994,407.0,12.53,39.27,0.83,0.0,0.83,470.0
10998,146.0,28.31,2.78,1.8,0.0,1.2,993.0
11001,23.0,3.99,0.69,2.1,1.9,0.2,6.0
11003,23.0,2.46,0.33,4.02,0.0,0.0,20.0
11008,53.0,2.89,0.34,11.95,5.7,0.99,60.0
11009,38.0,2.63,0.43,7.75,3.9,0.0,47.0
11010,45.0,3.11,0.5,9.18,4.6,0.84,53.0
11011,20.0,2.2,0.12,3.88,2.1,1.88,2.0
11012,22.0,2.4,0.22,4.11,2.0,1.3,14.0
11022,30.0,5.3,0.69,3.29,0.0,0.0,11.0
11023,34.0,3.6,0.2,6.68,1.9,1.04,13.0
11024,17.0,1.0,0.17,3.7,2.8,0.0,5.0
11025,19.0,0.84,0.18,4.32,2.0,1.95,6.0
11030,33.0,4.83,0.58,4.72,0.0,0.0,7.0
11031,113.0,6.84,0.86,20.17,4.9,1.48,8.0
11177,64.0,2.18,1.43,13.02,1.7,4.11,163.0
11178,88.0,3.02,0.78,20.71,2.1,2.5,3.0
11179,81.0,2.55,0.67,19.3,2.4,3.07,1.0
11180,98.0,3.28,0.78,23.5,2.8,3.78,5.0
11181,94.0,3.11,0.74,22.33,2.8,3.59,4.0
11192,97.0,3.17,0.38,20.32,5.0,3.23,4.0
11195,139.0,8.98,0.7,25.13,5.0,0.0,6.0
11196,132.0,8.49,0.66,23.76,6.4,4.46,5.0
11197,44.0,3.3,0.3,9.5,3.3,5.04,4.0
11202,22.0,4.67,0.1,2.8,0.0,0.0,6.0
11203,32.0,2.6,0.7,5.5,1.1,4.4,14.0
11204,23.0,1.9,0.6,3.8,0.7,3.11,8.0
