cluster_id,sub_leaf_label,product_description,branded_food_category,best_esha_description,l1_tree_label,l1_modal_bfc,ingredients_top5,ingredients_top5_cats,has_cocoa,has_milk,has_egg,has_cream,has_batter,has_hot_dog,has_almond,has_lime,has_lemon,has_chipotle,has_pumpkin,what_should_it_be
662,other,"UNSWEET ORGANIC SOYMILK, UNSWEET",Plant Based Milk,"Soy Milk, all flavors, unsweetened, with added calcium vitamins A & D","Almond Milk, plain",Plant Based Milk,Organic Soymilk | Vitamin and Mineral Blend | Salt | Gellan Gum | Natural Flavor,dairy | vitamin | mineral | thickener | flavor_enhan,,Y,,,,,,,,,,
662,other,"SOYMILK, ORIGINAL",Plant Based Milk,"Soy Milk, with added calcium vitamins A & D","Almond Milk, plain",Plant Based Milk,Soymilk | Cane Sugar | Sea Salt | Carrageenan | Natural Flavor,dairy | sweetener | mineral | thickener | flavor_enhan,,Y,,,,,,,,,,
662,other,"SOYMILK, ORIGINAL",Plant Based Milk,"Soy Milk, with added calcium vitamins A & D","Almond Milk, plain",Plant Based Milk,Soymilk | Cane Sugar | Vitamin and Mineral Blend | Sea Salt | Natural Flavor,dairy | sweetener | vitamin | mineral | flavor_enhan,,Y,,,,,,,,,,
662,other,"LIGHT ORIGINAL SOYMILK, LIGHT ORIGINAL",Plant Based Milk,"Soy Milk, with added calcium vitamins A & D","Almond Milk, plain",Plant Based Milk,Soymilk | Vitamin and Mineral Blend | Cane Sugar | Sea Salt | Natural Flavor,dairy | vitamin | sweetener | mineral | flavor_enhan,,Y,,,,,,,,,,
662,other,"LIGHT CHOCOLATE SOYMILK, LIGHT CHOCOLATE",Plant Based Milk,"Soy Milk, chocolate, with added calcium vitamins A & D","Almond Milk, plain",Plant Based Milk,Soymilk | Cane Sugar | Cocoa | Carrageenan | Natural Flavor,dairy | sweetener | produce | thickener | flavor_enhan,Y,Y,,,,,,,,,,milk > chocolate
662,other,"CHOCOLATE SOYMILK, CHOCOLATE",Plant Based Milk,"Soy Milk, chocolate, with added calcium vitamins A & D","Almond Milk, plain",Plant Based Milk,Soymilk | Cane Sugar | Cocoa | Guar Gum | Sea Salt,dairy | sweetener | produce | thickener | mineral,Y,Y,,,,,,,,,,milk > chocolate
662,other,SOYMILK,Plant Based Milk,"Soy Milk, with added calcium vitamins A & D","Almond Milk, plain",Plant Based Milk,Soymilk | Cane Sugar | Vitamin and Mineral Blend | Sea Salt | Natural Flavor,dairy | sweetener | vitamin | mineral | flavor_enhan,,Y,,,,,,,,,,
662,other,"ALMONDMILK, ALMOND",Plant Based Milk,"Almond Milk, plain","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Vitamin and Mineral Blend | Sea Salt | Locust Bean Gum,dairy | sweetener | vitamin | mineral | thickener,,Y,,,,,Y,,,,,almond_milk > plain
662,other,"CHOCOLATE PROTEIN PEA, ALMOND AND CASHEWMILK, CHOCOLATE",Plant Based Milk,,"Almond Milk, plain",Plant Based Milk,Almondmilk | Cashewmilk | Cane Sugar | Pea Protein | High Oleic Sunflower Oil,dairy | dairy | sweetener | protein | oil_fat,Y,Y,,,,,Y,,,,,almond_milk > chocolate
662,other,"UNSWEET PEA, ALMOND AND CASHEWMILK, UNSWEET",Plant Based Milk,,"Almond Milk, plain",Plant Based Milk,Almondmilk | Cashewmilk | Pea Protein | Sunflower Oil | Calcium Carbonate,dairy | dairy | protein | oil_fat | mineral,,Y,,,,,Y,,,,,almond_milk > unsweetened
662,other,DAIRY-FREE OATMILK,Plant Based Milk,"Drink, oat, plain","Almond Milk, plain",Plant Based Milk,Oatmilk | Sunflower Oil | Vitamin and Mineral Blend | Dipotassium Phosphate | Gellan Gum,grain | oil_fat | vitamin | stabilizer | thickener,,Y,,,,,,,,,,
662,other,"ORIGINAL PEA, OAT AND ALMONDMILK, ORIGINAL",Plant Based Milk,"Almond Milk, plain","Almond Milk, plain",Plant Based Milk,Oatmilk | Almondmilk | Pea Protein | Cane Sugar | Vitamin and Mineral Blend,grain | dairy | protein | sweetener | vitamin,,Y,,,,,Y,,,,,almond_milk > original
662,other,DAIRY-FREE OATMILK,Plant Based Milk,"Drink, oat, plain","Almond Milk, plain",Plant Based Milk,Oatmilk | Sunflower Oil | Vitamin and Mineral Blend | Dipotassium Phosphate | Gellan Gum,grain | oil_fat | vitamin | stabilizer | thickener,,Y,,,,,,,,,,
662,other,"ORIGINAL SOY PROTEIN BEVERAGE, ORIGINAL",Plant Based Milk,"Soy Milk, plain, with protein & calcium, ultra","Almond Milk, plain",Plant Based Milk,Protein Blend | Cane Sugar | Vitamin and Mineral Blend | Sea Salt | Gellan Gum,protein | sweetener | vitamin | mineral | thickener,,,,,,,,,,,,
662,other,"HINT OF PUMPKIN SPICE FLAVORED ALMONDMILK, HINT OF PUMPKIN SPICE",Plant Based Milk,"Almond Milk, plain","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Vitamin and Mineral Blend | Dipotassium Phosphate | Sea Salt,dairy | sweetener | vitamin | stabilizer | mineral,,Y,,,,,Y,,,,,almond_milk > pumpkin_spice
662,other,"ORIGINAL ALMONDMILK, ORIGINAL",Plant Based Milk,"Almond Milk, plain","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Sea Salt | Gellan Gum | Sunflower Lecithin,dairy | sweetener | mineral | thickener | emulsifier,,Y,,,,,Y,,,,,almond_milk > original
662,other,"ORIGINAL EXTRA CREAMY ALMONDMILK, ORIGINAL EXTRA CREAMY",Plant Based Milk,"Almond Milk, plain","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Sunflower Oil | Vitamin and Mineral Blend | Sea Salt,dairy | sweetener | oil_fat | vitamin | mineral,,Y,,,,,Y,,,,,almond_milk > original
662,other,"ORIGINAL ALMOND SMOOTH AND SERIOUSLY CREAMY ALMONDMILK, ORIGINAL",Plant Based Milk,"Almond Milk, plain","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Vitamin and Mineral Blend | Sea Salt | Gellan Gum,dairy | sweetener | vitamin | mineral | thickener,,Y,,,,,Y,,,,,almond_milk > original
662,other,ALMOND COCONUT BLEND,Plant Based Milk,,"Almond Milk, plain",Plant Based Milk,Almondmilk | Coconutmilk | Cane Sugar | Sea Salt | Natural Flavor,dairy | dairy | sweetener | mineral | flavor_enhan,,Y,,Y,,,Y,,,,,
662,almondmilk dark chocolate,"ALMONDMILK, DARK CHOCOLATE",Plant Based Milk,"Almond Milk, chocolate","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Vitamin and Mineral Blend | Sea Salt,dairy | sweetener | produce | vitamin | mineral,Y,Y,,,,,Y,,,,,almond_milk > chocolate
662,almondmilk dark chocolate,"SILK, ALMONDMILK, DARK CHOCOLATE, DARK CHOCOLATE",Plant Based Milk,"Almond Milk, chocolate","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Sea Salt | Locust Bean Gum,dairy | sweetener | produce | mineral | thickener,Y,Y,,,,,Y,,,,,almond_milk > chocolate
662,almondmilk dark chocolate,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",Plant Based Milk,"Almond Milk, chocolate","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Vitamin and Mineral Blend | Sea Salt,dairy | sweetener | produce | vitamin | mineral,Y,Y,,,,,Y,,,,,almond_milk > chocolate
662,almondmilk dark chocolate,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",Plant Based Milk,"Almond Milk, chocolate","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Vitamin and Mineral Blend | Sea Salt,dairy | sweetener | produce | vitamin | mineral,Y,Y,,,,,Y,,,,,almond_milk > chocolate
662,almondmilk dark chocolate,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",Plant Based Milk,"Almond Milk, chocolate","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Sea Salt | Natural Flavor,dairy | sweetener | produce | mineral | flavor_enhan,Y,Y,,,,,Y,,,,,almond_milk > chocolate
662,almondmilk dark chocolate,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",Plant Based Milk,"Almond Milk, chocolate","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Sea Salt | Locust Bean Gum,dairy | sweetener | produce | mineral | thickener,Y,Y,,,,,Y,,,,,almond_milk > chocolate
662,almondmilk dark chocolate,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",Plant Based Milk,"Almond Milk, chocolate","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Sea Salt | Locust Bean Gum,dairy | sweetener | produce | mineral | thickener,Y,Y,,,,,Y,,,,,almond_milk > chocolate
662,almondmilk dark chocolate,"DARK CHOCOLATE DELICIOUS ALMONDMILK, DARK CHOCOLATE",Plant Based Milk,"Almond Milk, chocolate","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Vitamin and Mineral Blend | Sea Salt,dairy | sweetener | produce | vitamin | mineral,Y,Y,,,,,Y,,,,,almond_milk > chocolate
662,almondmilk dark chocolate,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",Plant Based Milk,"Almond Milk, chocolate","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Vitamin and Mineral Blend | Sea Salt,dairy | sweetener | produce | vitamin | mineral,Y,Y,,,,,Y,,,,,almond_milk > chocolate
662,almondmilk dark chocolate,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",Plant Based Milk,"Almond Milk, chocolate","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Vitamin and Mineral Blend | Sea Salt,dairy | sweetener | produce | vitamin | mineral,Y,Y,,,,,Y,,,,,almond_milk > chocolate
662,almondmilk dark chocolate,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",Plant Based Milk,"Almond Milk, chocolate","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Vitamin and Mineral Blend | Sea Salt,dairy | sweetener | produce | vitamin | mineral,Y,Y,,,,,Y,,,,,almond_milk > chocolate
662,almondmilk dark chocolate,"DARK CHOCOLATE ALMONDMILK, DARK CHOCOLATE",Plant Based Milk,"Almond Milk, chocolate","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Vitamin and Mineral Blend | Sea Salt,dairy | sweetener | produce | vitamin | mineral,Y,Y,,,,,Y,,,,,almond_milk > chocolate
662,dark chocolate almondmilk,"DARK CHOCOLATE ALMONDMILK, ALMOND DARK CHOCOLATE",Cream,"Cream Substitute, chocolate cream, .5oz","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Vitamin and Mineral Blend | Sea Salt,dairy | sweetener | produce | vitamin | mineral,Y,Y,,,,,Y,,,,,
662,dark chocolate almondmilk,ALMOND DARK CHOCOLATE ALMONDMILK,Cream,"Cream Substitute, chocolate cream, .5oz","Almond Milk, plain",Plant Based Milk,Almondmilk | Cane Sugar | Cocoa | Vitamin and Mineral Blend | Sea Salt,dairy | sweetener | produce | vitamin | mineral,Y,Y,,,,,Y,,,,,
662,unsweet almondmilk,Silk Organic Unsweet Almondmilk,Milk/Milk Substitutes,"Almond Milk, Almond Breeze, original, unsweetened","Almond Milk, plain",Plant Based Milk,Organic Almond Milk | Salt | Vitamin and Mineral Blend | Locust Bean Gum | Gellan Gum,dairy | mineral | vitamin | thickener | thickener,,Y,,,,,Y,,,,,
662,unsweet almondmilk,UNSWEET ALMONDMILK,Cream,"Cream, light","Almond Milk, plain",Plant Based Milk,Almondmilk | Vitamin and Mineral Blend | Sunflower and/or Almond a | Sea Salt | Gellan Gum,dairy | vitamin | oil_fat | mineral | thickener,,Y,,,,,Y,,,,,
662,unsweet almondmilk,ORIGINAL UNSWEET ALMONDMILK,Cream,"Cream, light","Almond Milk, plain",Plant Based Milk,Almondmilk | Vitamin and Mineral Blend | Sunflower and/or Almond a | Sea Salt | Gellan Gum,dairy | vitamin | oil_fat | mineral | thickener,,Y,,,,,Y,,,,,
662,unsweet almondmilk,"UNSWEET ALMONDMILK, UNSWEET",Plant Based Milk,"Almond Milk, Almond Breeze, original, unsweetened","Almond Milk, plain",Plant Based Milk,Almondmilk | Vitamin and Mineral Blend | Sea Salt | Locust Bean Gum | Gellan Gum,dairy | vitamin | mineral | thickener | thickener,,Y,,,,,Y,,,,,almond_milk > unsweetened
662,unsweet almondmilk,"UNSWEET ALMONDMILK, UNSWEET",Plant Based Milk,"Almond Milk, Almond Breeze, original, unsweetened","Almond Milk, plain",Plant Based Milk,Almondmilk | Vitamin and Mineral Blend | Sea Salt | Gellan Gum | Locust Bean Gum,dairy | vitamin | mineral | thickener | thickener,,Y,,,,,Y,,,,,almond_milk > unsweetened
662,unsweet almondmilk,"UNSWEET ALMONDMILK, UNSWEET",Plant Based Milk,"Almond Milk, Almond Breeze, original, unsweetened","Almond Milk, plain",Plant Based Milk,Almondmilk | Vitamin and Mineral Blend | Sea Salt | Gellan Gum | Locust Bean Gum,dairy | vitamin | mineral | thickener | thickener,,Y,,,,,Y,,,,,almond_milk > unsweetened
662,unsweet almondmilk,"UNSWEET ALMONDMILK WITH PROBIOTICS, UNSWEET",Plant Based Milk,"Almond Milk, Almond Breeze, original, unsweetened","Almond Milk, plain",Plant Based Milk,Almondmilk | Vitamin and Mineral Blend | Sea Salt | L. Plantarum 299v | Locust Bean Gum,dairy | vitamin | mineral | alcohol | thickener,,Y,,,,,Y,,,,,almond_milk > unsweetened
662,unsweet almondmilk,"UNSWEET ALMONDMILK, UNSWEET",Plant Based Milk,"Almond Milk, Almond Breeze, original, unsweetened","Almond Milk, plain",Plant Based Milk,Almondmilk | Vitamin and Mineral Blend | Sunflower and/or Almond a | Sea Salt | Gellan Gum,dairy | vitamin | oil_fat | mineral | thickener,,Y,,,,,Y,,,,,almond_milk > unsweetened
