cluster_id,l1_tree_label,l1_modal_bfc,product_description,branded_food_category,ingredients_top5,has_cocoa,has_milk,has_egg,has_almond,what_should_it_be,cluster_other_pct,cluster_other_count,cluster_total
390,"Fruit, mixed, tropical, canned",Pre-Packaged Fruit & Vegetables,ORGANIC BABY JEWEL YAMS,Pre-Packaged Fruit & Vegetables,Organic Baby Yams,,,,,,98.0,501,511
390,"Fruit, mixed, tropical, canned",Pre-Packaged Fruit & Vegetables,SEEDLESS LEMONS,Pre-Packaged Fruit & Vegetables,Seedless Lemons,,,,,,98.0,501,511
390,"Fruit, mixed, tropical, canned",Pre-Packaged Fruit & Vegetables,IMPORTED SUN DRIED TOMATOES,Pre-Packaged Fruit & Vegetables,Sun-Dried Tomatoes,,,,,,98.0,501,511
390,"Fruit, mixed, tropical, canned",Pre-Packaged Fruit & Vegetables,SHISHITO PEPPERS APPETIZER KIT,Pre-Packaged Fruit & Vegetables,Shishito Peppers | Flavored Extra Virgin Oli | Sea Salt,,,,,,98.0,501,511
390,"Fruit, mixed, tropical, canned",Pre-Packaged Fruit & Vegetables,MEDITERRANEAN OLIVE BRUSCHETTA,Pre-Packaged Fruit & Vegetables,Green Olives | Olive Oil | Carrots | Cauliflower | Red Bell Peppers,,,,,,98.0,501,511
1807,"Soup, chicken vegetable, hearty, dry mix",Other Soups,MUSHROOM FARRO SOUP,Canned Soup,Water | Organic Mushrooms | Organic Carrots | Organic Farro | Organic Celery,,,,,,74.1,476,642
1807,"Soup, chicken vegetable, hearty, dry mix",Other Soups,Annie's Organic Star Pasta & Chicken Soup,Prepared Soups,Chicken Broth | Chicken Meat | Carrots | Pasta | Cornstarch,,,Y,,,74.1,476,642
1807,"Soup, chicken vegetable, hearty, dry mix",Other Soups,Annie's Organic Meatball Soup with Pasta & Vegetables,Prepared Soups,Chicken Broth | Cooked Meatballs | Carrots | Pasta Shells | Cornstarch,,Y,Y,,,74.1,476,642
1807,"Soup, chicken vegetable, hearty, dry mix",Other Soups,Ann Org Crmy Tmto BnyPasta Sp,Prepared Soups,Tomato Puree | Water | Pasta | Cream | Cane Sugar,,,Y,,,74.1,476,642
1807,"Soup, chicken vegetable, hearty, dry mix",Other Soups,MAGGI Dehydrated Soup Criolla Rib 2.05oz,Prepared Soups,Pasta | Salt | MSG | Enriched Wheat Flour | Vegetable Oil,,,,,,74.1,476,642
1807,"Soup, chicken vegetable, hearty, dry mix",Other Soups,MAGGI Dehydrated Soup Seafood Creamy 2.28oz,Prepared Soups,Enriched Wheat Flour | Cornstarch | Sugar | Salt | Vegetable Oil,,Y,,,,74.1,476,642
1807,"Soup, chicken vegetable, hearty, dry mix",Other Soups,ANNIES HMGRWN ORG SOUP VGTBL FARM SHAPED PASTA,Prepared Soups,Water | Celery | Corn | Carrots | Onion,,,Y,,,74.1,476,642
1807,"Soup, chicken vegetable, hearty, dry mix",Other Soups,Annie's Homegrown Organic Tomato Soup,Prepared Soups,Tomato Puree | Water | Cane Sugar | Cornstarch | Sea Salt,,,,,,74.1,476,642
1807,"Soup, chicken vegetable, hearty, dry mix",Other Soups,La Choy Wonton Soup 14.5 oz.,Vegetables - Prepared/Processed,Water | Enriched Wheat Flour | Bok Choy | Pork | Green Onions,,,,,,74.1,476,642
1807,"Soup, chicken vegetable, hearty, dry mix",Other Soups,"HEALTHY CHOICE Lemon Chicken Quinoa Soup, 17 OZ",Prepared Soups,Water | Onions | Cooked Chicken | Carrots | Celery,,Y,,,,74.1,476,642
508,"Dip, salsa, grande",Dips & Salsa,PACE DIPS SALSA,Sauces/Spreads/Dips/Condiments,Diced Tomatoes | Tomato Puree | Onions | Jalapeno Peppers | Distilled Vinegar,,,,,,84.5,462,547
508,"Dip, salsa, grande",Dips & Salsa,PACE DIPS SALSA,Sauces/Spreads/Dips/Condiments,Diced Tomatoes | Tomato Puree | Onions | Jalapeno Peppers | Distilled Vinegar,,,,,,84.5,462,547
508,"Dip, salsa, grande",Dips & Salsa,PACE DIPS HONEY CHIPOTLE SALSA,Sauces/Spreads/Dips/Condiments,Crushed Tomatoes | Diced Tomatoes in Tomato  | Jalapeno Peppers | Water | Onions,,,,,,84.5,462,547
508,"Dip, salsa, grande",Dips & Salsa,Marzetti Light Ranch Veggie Dip,Sauces/Spreads/Dips/Condiments,Cream | Skim Milk | Water | Distilled Vinegar | Soybean Oil,,Y,Y,,,84.5,462,547
508,"Dip, salsa, grande",Dips & Salsa,"DIPPITY DOO DAH GARDEN CUCUMBER DIP, CUCUMBER",Dips & Salsa,Water | Palm Oil | Maltodextrin | Soy Protein | Tofu,,,,,,84.5,462,547
508,"Dip, salsa, grande",Dips & Salsa,BUTTERY FLAVOR SEAFOOD & LOBSTER DIP,Dips & Salsa,Cream Cheese | Imitation Crab Meat | Mayonnaise,,Y,Y,,,84.5,462,547
508,"Dip, salsa, grande",Dips & Salsa,"BROCCOMOLI  APPETIZER DIP, BROCCOLI",Dips & Salsa,Broccoli | Cheese Sauce | Cheddar Cheese | Margarine | Wheat Flour,,Y,,,,84.5,462,547
508,"Dip, salsa, grande",Dips & Salsa,BUFFALO CAULIFLOWER APPETIZER DIP,Dips & Salsa,Cauliflower | Butter | Buffalo Style Seasoning | Ranch Seasoning,,Y,,,,84.5,462,547
508,"Dip, salsa, grande",Dips & Salsa,SABRA SELECT BATCH MEDITERANEAN SUN DRIED TOMATO  8 OZ,Dips & Salsa,Chickpeas | Water | Tahini | Sun-dried Red Bell Pepper | Olive Oil,,,,,,84.5,462,547
508,"Dip, salsa, grande",Dips & Salsa,SWEET & SOUR DIPPING SAUCE,Dips & Salsa,Water | High Fructose Corn Syrup | Sugar | Vinegar | Modified Corn Starch,,,,,,84.5,462,547
