fdc_id,title,stripped_flavors,kept_flavors,ingredients_snippet
1379473,"LEMON, STRAWBERRY, ORANGE, LIME FLAVORED MINI MARSHMALLOWS, ","lemon,strawberry,orange,lime",,"Corn Syrup, Sugar, Modified Food Starch (Corn), Gelatin, Water, Dextrose, Natural and Artificial Flavor, Tetrasodium Pyr"
2154087,"ORANGE, LEMON, STRAWBERRY, LIME FRUIT FLAVORED MINI-MARSHMAL","orange,lemon,strawberry,lime",,"Corn Syrup, Sugar, Modified Food Starch (Corn), Gelatin, Water, Dextrose, Natural and Artificial Flavor, Tetrasodium Pyr"
2251644,"FRUIT FLAVORED STRAWBERRY, ORANGE, LEMON & LIME MINIATURE MA","strawberry,orange,lemon,lime",,"Corn Syrup, Sugar, Modified Food Starch (Corn), Gelatin, Water, Dextrose, Natural and Artificial Flavor, Tetrasodium Pyr"
2172076,"ORANGE, LEMON, STRAWBERRY & LIME FLAVORED MINI MARSHMALLOWS,","orange,lemon,strawberry,lime",,"Corn Syrup, Sugar, Modified Food Starch (Corn), Gelatin, Water, Dextrose, Natural and Artificial Flavor, Tetrasodium Pyr"
1921214,"FRUIT FLAVORED MINI MARSHMALLOWS, STRAWBERRY, LEMON, LIME & ","strawberry,lemon,lime,orange",,"Corn Syrup, Sugar, Modified Food Starch (Corn), Gelatin, Water, Dextrose, Natural and Artificial Flavors, Tetrasodium Py"
2170026,"FRUIT FLAVORED MINI MARSHMALLOWS, ORANGE  LEMON  STRAWBERRY ","orange,lemon,strawberry,lime",,"Corn Syrup, Sugar, Modified Food Starch (Corn), Gelatin, Water, Dextrose, Natural and Artificial Flavor, Tetrasodium Pyr"
2634052,"STRAWBERRY, ORANGE, LEMON, LIME MARSHMALLOW POP MARSHMALLOW ","strawberry,orange,lemon,lime",,"Sugar, Corn Syrup, Gelatin, Fumaric Acid, Contains Less than 0.5% of the Following: Red #40 Lake, Yellow #6 Lake, Artifi"
1878347,"PEEPS, MARSHMALLOW DIPPED IN CREME FUDGE, RASPBERRY DELIGHT,",raspberry,,"Marshmallow: Sugar, Corn Syrup, Gelatin, Fumaric Acid, Contains Less than 0.5% of the Following: Citric Acid, Natural an"
2634053,STRAWBERRY FLAVORED MARSHMALLOW CHICKS DIPPED IN DECADENT MI,strawberry,milk_chocolate,"Marshmallow: Sugar, Corn Syrup, Gelatin, Contains Less than 0.5% of the Following: Artificial Flavor, Citric Acid, Red #"
2579455,MARSHMALLOW DIPPED IN DECADENT SALTED CARAMEL FLAVORED FUDGE,apple,caramel,"Marshmallow: Sugar, Corn Syrup, Gelatin, Contains Less than 0.5% of the Following: Natural and Artificial Flavor, Yellow"
2448101,"STRAWBERRY, LEMON, LIME & ORANGE MINI MARSHMALLOWS, STRAWBER","strawberry,lemon,lime,orange",,"Corn Syrup, Sugar, Modified Food Starch (Corn), Gelatin, Water, Dextrose, Natural and Artificial Flavor, Tetrasodium Pyr"
1978838,RASPBERRY FLAVORED MARSHMALLOW DIPPED IN DECADENT CREME FLAV,raspberry,creme,"Marshmallow: Sugar, Corn Syrup, Gelatin, Contains Less than 0.5% of the Following: Artificial Flavor, Citric Acid, Red #"
1547783,"LEMON, LIME, ORANGE & STRAWBERRY FUN MINIATURE MARSHMALLOWS,","lemon,lime,orange,strawberry",,"Corn Syrup, Sugar, Modified Food Starch (Corn), Gelatin, Water, Dextrose, Natural and Artificial Flavor, Tetrasodium Pyr"
2044115,"RUSSELL STOVER, GREAT PUMPKIN MARSHMALLOW IN MILK CHOCOLATE",pumpkin,,"Milk Chocolate, Whole Milk, Cocoa Butter, Chocolate, Soy Lecithin (Emulsifier), Vanillin (Artificial Flavor)}, Corn Syru"
2322573,"STRAWBERRY, LIME, LEMON, ORANGE FLAVORED MINI MARSHMALLOWS, ","strawberry,lime,lemon,orange",,"Corn Syrup, Sugar, Modified Food Starch (Corn), Dextrose, Water, Gelatin, Natural and Artificial Flavors, Tetrasodium Py"
2272434,"MARSHMALLOW PUMPKIN IN MILK CHOCOLATE, MARSHMALLOW",pumpkin,,"Milk Chocolate, Whole Milk, Cocoa Butter, Chocolate, Soy Lecithin, Vanillin/an Artificial Flavor}, Corn Syrup, Sugar, In"
2676792,"JELLY AND MARSHMALLOW WITH CHOCOLATECOATING, STRAWBERRY",strawberry,,"Jelly: Corn Syrup, Sugar, Citric Pectin, Citric Acid, Sodium Citrate, Artificial Flavor, Artificial Color (Fd&C Red no 4"
1592857,"STRAWBERRY HEART MALLOWS MARSHMALLOWS, STRAWBERRY",strawberry,,"Corn Syrup, Sugar, Dextrose, Modified Cornstarch, Water, Gelatin, Contains less than 2% of Tetrasodium Pyrophosphate (Wh"
2525209,"STRAWBERRY JOY MARSHMALLOWS, STRAWBERRY JOY",strawberry,,"Corn Syrup, Sugar, Modified Cornstarch, Dextrose, Water, Gelatin, Contains less than 2% of Tetrasodium Diphosphate, Natu"
1372502,"JET-PUFFED HEARTMALLOWS MARSHMALLOWS, STRAWBERRY",strawberry,,"Corn Syrup, Sugar, Modified Cornstarch, Dextrose, Water, Gelatin, Contains less than 2% of Tetrasodium Pyrophosphate (Wh"
1592658,"ORANGE, STRAWBERRY, LEMON & LIME MINIATURE MARSHMALLOWS, ORA","orange,strawberry,lemon,lime",,"Corn Syrup, Sugar, Modified Cornstarch, Dextrose, Water, Gelatin, Contains less than 2% of Tetrasodium Pyrophosphate (Wh"
2525207,"LEMON, LIME, ORANGE & STRAWBERRY FUNMALLOWS FLOWER MARSHMALL","lemon,lime,orange,strawberry",,"Corn Syrup, Sugar, Modified Cornstarch, Dextrose, Water, Gelatin, Contains less than 2% of Tetrasodium Pyrophosphate (Wh"
2031076,"LITTLE TEMPTATIONS, MARSHMALLOW STRAWBERRIES",strawberry,,"Corn Syrup, Sugar, Gelatin, Water, Sorbitol, Artificial Flavors, Modified Corn Starch, Carmine, Turmeric, Fd&C Blue no. "
2211092,"BANANA, CHOCOLATE, STRAWBERRY JUMBO MARSHMALLOWS, BANANA SPL","banana,chocolate,strawberry",,"Corn Syrup, Sugar, Dextrose, Water, Modified Cornstarch, Gelatin, Contains less than 2% of Tetrasodium Pyrophosphate (Wh"
2660540,"ORANGE, STRAWBERRY, LEMON & LIME MARSHMALLOWS, ORANGE, STRAW","orange,strawberry,lemon,lime",,"Corn Syrup, Sugar, Modified Cornstarch, Dextrose, Water, Gelatin, Contains less than 2% of Tetrasodium Pyrophosphate (Wh"
1954022,HALLOWEEN TREAT DECORATED MARSHMALLOW,chocolate,,"Marshmallow: Glucose-Fructose Syrup, Sugar, Gelatin, Dextrose, Cornstarch, Natural Vanilla Flavoring. Coating: Sugar, Hy"
1846163,MARSHMALLOW AND STRAWBERRY FLAVORED GUMMY WITH CHOCOLATE FLA,strawberry,marshmallow,"Corn Syrup, Sugar, Chocolate Flavored Coating [Sugar, Hydrogenated Palm Kernel Oil, Cocoa, Whey (Milk), Maltodextrin, Co"
2640011,"STRAWBERRY MARSHMALLOW BASKET, STRAWBERRY",strawberry,,"High Fructose Corn Syrup, Sugar, Water, Gelatin, Cornstarch, Colors (Beet Powder, Turmeric Oleoresin, Blue 1), Natural F"
1882272,"SCM DESIGNS, HAPPY VALENTINE, BRAIDED MARSHMALLOW POP, APPLE",apple,,"Sugar, Corn Syrup, Water, Gelatin, Cornstarch, Artificial Flavors, Artificial Colors (Fd&C Blue 1, Fd&C Yellow 5)"
1942371,"SWIRL MARSHMALLOW POP, APPLE",apple,,"Sugar, Corn Syrup, Water, Gelatin, Cornstarch, Sorbitol, Artificial Flavors, Artificial Colors (Fd&C Yellow 5, Fd&C Blue"
2317276,Queen Anne Marshmallow Santas Milk Chocolate Strawberry 200g,strawberry,milk_chocolate,"Marshmallow (Glucose, Sugar, Water, Invert Syrup, Gelatine, Natural Flavour, Natural Colour), Milk Chocolate (Sugar, Coc"
1959366,"FRESH FUDGE, MAPLE",maple,,"Sugar, Water, Hydrogenated Palm Kernel Oil, Butter (Cream [Milk], Salt), Corn Syrup Solids, Brown Sugar, Nonfat Dry Milk"
2548621,"FUDGE MILK CHOCOLATE, CREAMY CARAMEL, NOUGAT MINIS, FUDGE",caramel,,"Milk Chocolate (Sugar, Cocoa Butter, Skim Milk, Chocolate, Lactose, Milkfat, Soy Lecithin, Artificial Flavor), Corn Syru"
1936563,CREAMY CARAMEL FUDGE,caramel,,"Sugar, Milk, Glucose Syrup, Cream, Butter, Natural Flavor."
1916661,PUMPKIN FUDGE,pumpkin,,"Label Ingredients Statement: Sugar, White Confectionary Coating (Sugar, Fractionated Palm Kernel Oil, Non-Fat Dry Milk, "
1881882,"LITTLE TEMPTATIONS, CHOCOLATEY EGGS, CHOCOLATE, CARAMEL & FU",caramel,chocolatey,"Sugar, Hydrogenated Vegetable Oil (Palm Kernel and/or Palm), Corn Syrup, Milk, Invert Sugar, Cocoa (Processed with Alkal"
2389644,"CHOCOLATE MERINGUES, CHOCOLATE",chocolate,,"Maltitol, Egg Whites, Rice Flour, Natural Flavor, 2% or less of: Cream of Tartar, Agave Syrup*, Salt."
2425960,"STRAWBERRY AND VANILLA FLAVORED CANDY DUVALIN, STRAWBERRY AN",strawberry,vanilla,"Sugar, Hydrogenated Vegetable Oil (Rapeseed, And/or, Soybean, Palm Oil), Corn Syrup, Whey (Milk), Nonfat Milk, Maltodext"
2088637,"CANDY EL PECAS, DUVALIN MILK CANDY, STRAWBERRY AND VANILLA, ",strawberry,vanilla,"Sugar, Soybean Oil, Cocoa, Palm Oil, Whey, Milk, Skim Milk, Lactose, Maltodextrin, Lecithin, Hydrogenated Palm Kernel Oi"
1748546,"STRAWBERRY & VANILLA FLAVORED VALENTINE'S CANDY POPS, STRAWB",strawberry,vanilla,"Sugar, Corn Syrup, Citric Acid, Titanium Dioxide (Color), Natural and Artificial Flavor, Red 40."
2308709,"HAZELNUT, STRAWBERRY AND VANILLA FLAVORED DUVALIN, HAZELNUT,",strawberry,"hazelnut,vanilla","Sugar, Hydrogenated Vegetable Oil (Rapeseed and/or Soybean and Palm Oil), Corn Syrup, Whey (Milk), Nonfat Milk, Maltodex"
1519548,"BEBETO, WACKY STICKS, LEMON VANILLA",lemon,vanilla,"Sugar, Corn Syrup, Wheat Flour, Palm Oil, Acidulants (Citric Acid, Malic Acid), Modified Corn Starch, Dextrose, Fruit Ju"
2508672,"HAZELNUT, STRAWBERRY AND VANILLA CANDY, HAZELNUT, STRAWBERRY",strawberry,"hazelnut,vanilla","Sugar, Hydrogenated Vegetable Oil (Rapeseed and/or Soybean and Palm Oil), Corn Syrup, Whey (Milk), Nonfat Milk, Maltodex"
1880207,"TARGET, ZOMBIE BACON CANDY, STRAWBERRY-VANILLA, STRAWBERRY-V",strawberry,vanilla,"Sugar, Corn Syrup, Wheat Flour, Malic Acid, Citric Acid, Palm Oil, Apple Juice Concentrate, Artificial Flavors, Colors ("
2562177,"STRAWBERRY TINY TANGY FRUITY CHEWS, STRAWBERRY",strawberry,,"Sugar, Corn Syrup, Maltodextrin, Hydrogenated Palm Oil, Modified Corn Starch, Citric Acid, Gum Arabic, Malic Acid, Artif"
2668193,"CHERRY TINY TANGY FRUITY  CHEWS , CHERRY",cherry,,"Sugar, Corn Syrup, Maltodextrin, Hydrogenated Palm Oil, Modified Corn Starch, Citric Acid, Gum Arabic, Malic Acid, Artif"
2641448,"CHERRY TINY TANGY FRUITY CHEWS, CHERRY",cherry,,"Sugar, Corn Syrup, Maltodextrin, Hydrogenated Palm Oil, Modified Corn Starch, Citric Acid, Gum Arabic, Malic Acid, Artif"
2641449,"STRAWBERRY TINY TANGY FRUITY CHEWS, STRAWBERRY",strawberry,,"Sugar, Corn Syrup, Maltodextrin, Hydrogenated Palm Oil, Modified Corn Starch, Citric Acid, Gum Arabic, Malic Acid, Artif"
2493610,"WATERMELON SLICES FRUITY CANDY, WATERMELON SLICES",watermelon,fruity,"Corn Syrup, Sugar, Cornstarch, Beef Gelatine, Citric Acid, Tartaric Acid, Malic Acid, Artificial Flavors, Colors (Titani"
2493690,"PEACH RINGS FRUITY CANDY, PEACH RINGS",peach,,"Corn Syrup, Sugar, Water, Gelatin, Citric Acid, Artificial Flavor, Lactic Acid, Pectin, Titanium Dioxide (Color), Yellow"
2217152,"STRAWBERRY FLAVORED OODLES! TINY TANGY FRUITY CHEWS, STRAWBE",strawberry,,"Sugar, Corn Syrup, Maltodextrin, Hydrogenated Palm Oil, Modified Corn Starch, Citric Acid, Gum Arabic, Malic Acid, Artif"
2674168,"STRAWBERRY SPLASH FRUIT FLAVORED FRUITY ROLLS SNACKS, STRAWB",strawberry,,"Corn Syrup, Dried Corn Syrup, Sugar, Pear Puree Concentrate, Palm Oil. Contains 2% or less of: Vitamin C (Vitamin C), Ci"
1943174,"FRUITY FLAVORED SNACKS, STRAWBERRY, GRAPE, ORANGE, CHERRY, F","strawberry,grape,orange","cherry,fruit_punch,apple","Corn Syrup, Sugar, Modified Food Starch (Corn), Apple Juice Concentrate, Gelatin, Citric Acid, Lactic Acid, Natural Flav"
2108816,"STRAWBERRY FLAVORED FRUIT FLAVORED FRUITY SNACKS, STRAWBERRY",strawberry,,"Corn Syrup, Sugar, Apple Puree Concentrate, Water, Modified Corn Starch, Gelatin, Contains 2% or less of Citric Acid, Vi"
1922384,"ORGANIC FRUITY BITES, STRAWBERRY, CHERRY, GRAPE, ORANGE","strawberry,cherry,grape,orange",,"Organic Tapioca Syrup, Organic Cane Sugar, Organic Apple Juice Concentrate, Organic Tapioca Starch, Organic Apple Puree,"
1941607,"FRUITY CANDY CANES, CHERRY, BLUEBERRY, RASPBERRY","cherry,blueberry,raspberry",,"Corn Syrup, Sugar, Citric Acid, Natural and Artificial Flavors, Titanium Dioxide (Color), Blue 1, Red 40, Yellow 5, Red "
2161595,"STRAWBERRY FLAVORED FRUIT FLAVORED FRUITY SNACKS, STRAWBERRY",strawberry,,"Corn Syrup, Sugar, Apple Puree Concentrate, Water, Modified Food Starch (Corn), Gelatin, Contains 2% or less of Citric A"
1938877,"CHEWY FRUITY CANDY!, LIME, RASPBERRY, LEMON, ORANGE, AND ANI","lime,raspberry,lemon,orange",anise,"Corn Syrup, Sugar, Modified Food Starch (Corn), Cornstarch, Natural and Artificial Flavors, Carnauba Wax, Caramel Color,"
2187282,"LIME, RASPBERRY, LEMON, ORANGE, AND ANISE FLAVORED CHEWY FRU","lime,raspberry,lemon,orange",anise,"Corn Syrup, Sugar, Modified Food Starch (Corn), Cornstarch, Natural and Artificial Flavors, White Mineral Oil, Carnauba "
2460583,"CHERRY FRUIT FLAVORED FRUITY SNACKS, CHERRY",cherry,,"Corn Syrup, Sugar, Apple Puree Concentrate, Water, Modified Corn Starch, Gelatin, Citric Acid, Vitamin C (Vitamin C), Ve"
2460359,"STRAWBERRY FRUITY SNACKS, STRAWBERRY",strawberry,,"Corn Syrup, Sugar, Apple Puree Concentrate, Water, Modified Corn Starch, Gelatin, Citric Acid, Vitamin C (Vitamin C), Ve"
2621679,"STRAWBERRY FRUITY SNACKS, STRAWBERRY",strawberry,,"Corn Syrup, Sugar, Apple Puree Concentrate, Water, Modified Corn Starch, Gelatin, Contains 2% or less of Citric Acid, Vi"
2656588,"MERMAID STRAWBERRY, LEMON, GREEN APPLE, GRAPE, RASPBERRY, OR","strawberry,lemon,grape,raspberry,orange",green_apple,"Sugar, Corn Syrup, Salt, Confectioner's Glaze (Shellac), Gelatin, Honey, Natural and Artificial Flavors, Dextrose, Sesam"
1904543,"BLACK FOREST ORGANIC, ORGANIC FRUITY CHEWS, LEMON, ORANGE, M","lemon,orange,mango,cherry",,"Organic Tapioca Syrup, Organic Cane Sugar, Organic Palm Oil, Citric Acid, Organic Tapioca Starch, Fruit and Vegetable Ju"
2656452,"FRUITY CHEWY BEANS CANDY, ORANGE, LEMON, STRAWBERRY","orange,lemon,strawberry",,"Sugar, Corn Syrup, Modified Food Starch (Corn), Citric Acid, Acacia (Gum Arabic), Natural and Artificial Flavors, Confec"
1930222,"ORGANIC FRUITY BITES FRUIT FLAVORED SNACKS, BLACKBERRY, STRA","strawberry,raspberry",blackberry,"Organic Tapioca Syrup, Organic Cane Sugar, Organic Apple Juice Concentrate, Organic Tapioca Starch, Organic Apple Puree,"
1873664,"FRUITY CANDY CANES, CHERRY, BLUEBERRY AND RASPBERRY","cherry,blueberry,raspberry",,"Corn Syrup, Sugar, Citric Acid, Natural and Artificial Flavor, Titanium Dioxide (Color), Blue 1, Red 40, Yellow 5, Red 3"
1857979,"JUJYFRUITS, CHEWY FRUITY CANDY, LIME, RASPBERRY, LEMON, ORAN","lime,raspberry,lemon,orange",anise,"Corn Syrup, Sugar, Modified Food Starch (Corn), Cornstarch, Natural and Artificial Flavors, White Mineral Oil, Carnauba "
2157375,"WATERMELON, PINEAPPLE, MANGO FLAVORED TROPICAL FRUITY FLAMES","watermelon,pineapple,mango",,"Ingredients: Corn Syrup, Sugar, Gelatin, Modified Food Starch (Corn), Natural and Artificial Flavors, Citric Acid, Lacti"
2172715,"CHERRY TANGY, FRUITY FLAVOR CANDY CANES, CHERRY TANGY, FRUIT",cherry,"tangy,fruity","Corn Syrup, Sugar, Malic Acid (DL-Malic Acid), Red 3, Titanium Dioxide, Artificial Flavor, Red 40, Red 40, Sodium Citrat"
2462273,"TROPICAL PUNCH, CHERRY, GRAPE FLAVORED FRUITY CHEWS, TROPICA","cherry,grape",tropical_punch,"Sugar, Malt Syrup, Dextrose, Refined Vegetable Oil, Gum Arabic, Citric Acid, Artificial Flavors, Malic Acid, Trisodium C"
2655628,"TROPICAL PUNCH, CHERRY, GRAPE FRUITY CHEWS, TROPICAL PUNCH, ","cherry,grape",tropical_punch,"Sugar, Dextrose, Glucose Syrup, Refined Palm Oil, Cornstarch, Gum Arabic, Citric Acid, Maltodextrin, Acetylated Distarch"
1938895,"FRUITY SNACKS, STRAWBERRY, BLUEBERRY, CHERRY, RASPBERRY & OR","strawberry,blueberry,cherry,raspberry,orange",,"Corn Syrup, Sugar, Apple Puree Concentrate, Water, Modified Food Starch, Gelatin, Contains 2% or less of Citric Acid, Vi"
2266657,"STRAWBERRY, BLUEBERRY, CHERRY, RASPBERRY & ORANGE FRUIT FLAV","strawberry,blueberry,cherry,raspberry,orange",,"Corn Syrup, Sugar, Modified Corn Starch, Gelatin, And less than 2% of the Following: Apple Puree, Citric Acid, Vitamin C"
2049086,"GOOD LUCK CANDY, STRAWBERRY",strawberry,,"Sugar, Glucose Syrup, Condensed Milk, Citric Acid, Malic Acid, Artificial Flavor; FD&C: Red #40."
2545499,GREEN APPLE STRAWBERRY ORANGE GRAPE LEMON MIXED FRUITY FLAVO,"strawberry,orange,grape,lemon",green_apple,"Organic Cane Sugar, Organic Rice Syrup, Organic Palm Oil, Citric Acid, Organic Flavors, Turmeric (Color), Sodium Citrate"
2281704,"FRUITY PEACH, ORANGE, CHERRY, STRAWBERRY SNACKABLE SMASHGUMM","peach,orange,cherry,strawberry",fruity,"Chicory Root Fiber, Allulose, Organic Tapioca Syrup, Gelatin*, Organic Cane Sugar, Citric Acid, Natural Flavor, Fruit an"
2609672,"ASSORTED FRUIT FLAVORED FRUITY SNACKS, CHERRY, ORANGE, GRAPE","cherry,orange,grape",assorted_fruit,"Corn Syrup, Sugar, Apple Puree Concentrate, Modified Food Starch, Water, Gelatin. Contains 2% or less of: Citric Acid, N"
1772710,"SWEET SNACKS, FRUITY POPS, STRAWBERRY, ORANGE,GRAPE,PINEAPPL","strawberry,orange,grape,pineapple,apple",fruity,"Sugar, Glucose Syrup, Citric Acid, Artificial Flavors, Artificial Colors (129, 102, 110, 133)."
2609675,"ASSORTED FRUIT FLAVORED FRUITY SNACKS, CHERRY, ORANGE, GRAPE","cherry,orange,grape",assorted_fruit,"Corn Syrup, Sugar, Apple Puree Concentrate, Modified Food Starch, Water, Gelatin. Contains 2% or less of: Citric Acid, N"
2562297,"STRAWBERRY SHOE LACES CANDY, STRAWBERRY",strawberry,,"High Fructose Wheat Syrup, Wheat Flour, Sugar, Dextrose, Palm Oil, Citric Acid, Artificial Flavor, Antioxidants (Vitamin"
1950603,"DRY MOUTH DROPS, CHERRY",cherry,,"Xylitol, Gum Arabic, Natural Flavor, Malic Acid, Magnesium Stearate, Artificial Color."
2169472,"LEMON DROP FLAVORED, LEMON DROP",lemon,,"Sugar, Coconut, Corn Syrup, Water, Soybean Oil, Palm Oil, Hydrogenated Soybean & Cottonseed Oil, Milk Solids, Salt, Fd&C"
2041855,"7-ELEVEN, LEMON DROPS",lemon,,"Sugar, Corn Syrup, Citric Acid, Natural Flavors, Colors: Titanium Dioxide and Yellow #5, Malic Acid."
1941723,LEMON DROPS,lemon,,"Sugar, Corn Syrup, Citric Acid, Natural Flavor. Titanium Dioxide, Artificial Colors (Fd&C Yellow 5, Yellow 6, Red 40, Re"
2368815,"LEMON DROPS, LEMON",lemon,,"Sugar, Corn Syrup, Citric Acid, Fumaric Acid, Natural Flavors, Titanium Dioxide (For Color), Dextrin, Maltodextrin, Acac"
2048157,LEMON DROPS,lemon,,"Sugar, Corn Syrup, Citric Acid, Fumaric Acid, Natural Flavors, Titanium Dioxide (For Color), Dextrin, Maltodextrin, Acac"
2506287,"LEMON DROPS, LEMON",lemon,,"Sugar, Corn Syrup, Citric Acid, Natural Flavor, Color Added Titanium Dioxide, Yellow 5, And Malic Acid."
1901128,CHICK DROPPINGS LEMON DROP,lemon,,"Sugar, Corn Syrup, Citric Acid, Natural Flavor, Malic Acid, Artificial Color (Yellow 5)."
1941309,LEMON DROPS,lemon,,"Product Contains: Corn Syrup, Sucrose, Citric Acid, Natural and Artificial Flavor, Gum Acacia and Yellow #5."
2290623,"SNAK CLUB, LEMON DROPS",lemon,,"Product Contains: Corn Syrup, Sucrose, Citric Acid, Natural and Artificial Flavor, Gum Acacia and Artificial Color (Yell"
2044423,"LEMON DROPS, LEMON",lemon,,"Sugar, Corn Syrup, Citric Acid, Natural Flavor, Titanium Dioxide, Artificial Colors Fd&C Yellow 5, Yellow 6, Red 40, Red"
2139533,"CHERRY FRUIT DROPS, CHERRY",cherry,,"Sugar, Corn Syrup, Citric Acid, Natural & Artificial Flavors, Red 40. 40."
1869216,"HAMMOND'S, ELIZA JAYNE COLLECTION LEMON DROPS",lemon,,"Cane Sugar, Corn Syrup, Citric Acid, Malic Acid, Tartaric Acid, Natural Coloring (Turmeric), Natural Flavor, Fumaric Aci"
1446148,"DOUBLE GINGER PEACH DROPS, DOUBLE GINGER PEACH",peach,ginger,"Organic Sugar, Organic Rice Syrup, Natural Flavor, And Organic Ginger Extract."
1900365,"MINI BLOOD SUCKERS, TUTTI FRUTTI, APPLE, STRAWBERRY","apple,strawberry",tutti_frutti,"Sugar, Corn Syrup, Citric Acid, Red 40, Blue 1, Yellow 5 and Yellow 6."
2217010,"STRAWBERRY, GREEN APPLE, BLUE RASPBERRY & TUTTI FRUTTI FLAVO",strawberry,"green_apple,blue_raspberry,tutti_frutti","Sugar, Glucose-Fructose Syrup, Wheat Flour, Malic Acid, Dextrose, Palm Oil, Citric Acid, Artificial Flavoring, Artificia"
2280945,"BLUE RASPBERRY, TUTTI FRUTTI, GREEN APPLE, STRAWBERRY FLAVOR",strawberry,"blue_raspberry,tutti_frutti,green_apple","Sugar, Glucose-Fructose Syrup, Wheat Flour, Dextrose, Malic Acid, Citric Acid, Artificial Flavoring, Artificial Colors ("
1866571,"GUMDROPS, CHERRY, VANILLA & PASSION FRUIT",cherry,"vanilla,passion_fruit","Corn Syrup, Sugar, Modified Food Starch, Artificial and Natural Flavors, Malic Acid, Titanium Dioxide, Sodium Citrate, A"
1881580,"TOOTSIE, CHRISTMAS DOTS GUMDROPS, CHERRY, LIME & VANILLA, CH","cherry,lime",vanilla,"Corn Syrup, Sugar, Food Starch-Modified, Artificial and Natural Flavors, Malic Acid, Titanium Dioxide, Sodium Citrate, A"
2077805,"TOOTSIE, DOTS, VALENTINE GUMDROPS, CHERRY, VANILLA, PASSION ",cherry,"vanilla,passion_fruit","Corn Syrup, Sugar, Food Starch-Modified, Artificial and Natural Flavors, Malic Acid, Titanium Dioxide, Sodium Citrate, A"
2193491,"STRAWBERRY, LEMON, LIME CHERRY, ORANGE ASSORTED FRUIT FLAVOR","strawberry,lemon,lime,cherry,orange",,"Corn Syrup, Sugar, Food Starch-Modified, Malic Acid, Natural and Artificial Flavors, Sodium Citrate, Artificial Color (F"
1866564,"ASSORTED FRUIT FLAVORED GUMDROPS, STRAWBERRY, CHERRY, LEMON,","strawberry,cherry,lemon,orange,lime",assorted_fruit,"Corn Syrup, Sugar, Food Starch-Modified, Malic Acid, Natural and Artificial Flavors, Sodium Citrate, Artificial Colors ("
2451810,"ASSORTED FRUIT FLAVORED GUMDROPS DOTS, CHERRY, FRUIT PUNCH, ","cherry,strawberry","assorted_fruit,fruit_punch","Corn Syrup, Sugar, Food Starch-Modified, Malic Acid, Natural and Artificial Flavors, Sodium Citrate, Artificial Colors ("
1911589,"JOLLY RANCHER, SPOOKY SHAPES GUMMIES, ORANGE, GREEN APPLE, C","orange,cherry,grape",green_apple,Corn Syrup; Sugar; Gelatin; Contains 2% or less of: Malic Acid; Sorbitol; Natural and Artificial Flavors; Mineral Oil; C
2561660,"PEACH GUMMY RINGS CANDY, PEACH",peach,,"Corn Syrup, Sugar, Water, Gelatin, Dextrose, Citric Acid, Artificial Flavor, Yellow 5. 5, Red 40. 40, Titanium Dioxide"
1899786,"FRUIT GUMMIES CANDY, CHERRY, LEMON, RASPBERRY, APPLE, GRAPE,","cherry,lemon,raspberry,apple,strawberry","fruit,grape","Sugar, Corn Syrup, White Grape Juice Concentrate, Gelatin, Citric Acid, Natural and Artificial Flavor, Red 40, Yellow 5,"
1852657,"FRUIT GUMMIES, CHERRY, STRAWBERRY, APPLE, RASPBERRY, LEMON, ","cherry,strawberry,apple,raspberry,lemon",grape,"Sugar, Corn Syrup, White Grape Juice Concentrate, Gelatin, Citric Acid, Natural and Artificial Flavor, Red 40, Yellow 5,"
1899788,"FRUIT GUMMIES, CHERRY, WATERMELON, GRAPE, PEACH, ORANGE, FRU","cherry,watermelon,peach,orange","fruit_punch,grape","Sugar, Corn Syrup, White Grape Juice Concentrate, Gelatin, Citric Acid, Natural and Artificial Flavor, Red 40, Yellow 5,"
2565683,"HAPPY CHERRIES GUMMY CANDY, CHERRIES",cherry,,"Glucose Syrup (Wheat and/or Corn), Sugar, Fish Gelatin (Tilapia), Dextrose (Wheat and/or Corn), Citric Acid, Artificial "
2565682,PEACHES GUMMY CANDY,peach,,"Sugar, Glucose Syrup (Wheat and/or Corn), Fish Gelatin (Tilapia), Citric Acid, Carrot Concentrate, Hibiscus Concentrate,"
2631456,"ORIGINAL FLAVORS GUMMIES, GREEN APPLE; BLUE RASPBERRY; CHERR","cherry,grape,watermelon","green_apple,blue_raspberry","Sugar, Corn Syrup, Modified Cornstarch, Contains 2% or less of: Malic Acid; Natural Flavor and Artificial Flavor; Sodium"
2565246,"ORGANIC GUMMY BEARS, CHERRY; LEMON; PINEAPPLE; ORANGE; APPLE","pineapple,orange,apple,strawberry","cherry,lemon","Organic Tapioca Syrup, Organic Cane Sugar, Gelatin, Organic Lemon Juice Concentrate, Organic Tapioca Starch, Organic Pot"
2565250,"BLACK FOREST GUMMY BEARS, 4.5 OZ, CHERRY; LEMON; PINEAPPLE; ","cherry,lemon,pineapple,orange,strawberry",apple,"Corn Syrup, Sugar, Gelatin, Modified Food Starch (Corn), Citric Acid, Apple Juice from Concentrate, Natural and Artifici"
2569615,"CINNAMON BEARS CANDY, CINNAMON",cinnamon,,"Corn Syrup, Sugar, Modified Corn Starch, Cornstarch, Carnauba Wax, Artificial Flavor, Red 40"
