fdc_id,title,stripped_flavors,kept_flavors,ingredients_snippet
2169513,APPLE CINNAMON FLAVORED 25% LESS SUGAR ALMONDMILK YOGURT ALT,apple,cinnamon,"Almondmilk (Altered Water, Almonds), Cane Sugar, Apples, Fava Bean Protein, Starch, Organic Coconut Oil, Pectin, Calcium"
1530207,"CRAFTY COOKING KITS, DISNEY CARAMEL APPLE KIT",apple,,"Caramel: Corn Syrup, Sugar, Partially Hydrogenated Coconut Oil, Nonfat Milk, Mono and Diglycerides, Salt, Soy Lecithin, "
1817415,APPLE NOODLE KUGEL,apple,cinnamon,"Cooked Egg Noodles (Water, Durum Flour, Egg Yolk, Egg, Niacin, Iron (Iron), Thiamine, Riboflavin, Folic Acid), Pineapple"
598892,DRIED APPLE SNACK,apple,,Arctic Golden Apples
2476414,APPLE CHEESE CARAMEL TRAY,apple,caramel,"Apples with Calcium Ascorbate, Grape, Caramel (High Fructose Corn Syrup, Corn Syrup, Water, Hydrogenated Coconut Oil, Su"
602794,DRIED APPLE SNACK,apple,,Arctic Granny Apples
2018248,"FUSION ORGANIC DRIED FRUIT SNACK, APPLE CINNAMON, APPLE CINN",apple,cinnamon,"Organic Seedless Raisins, Organic Dried Apples, Organic Ground Cinnamon."
2057425,APPLE CINNAMON FUSION ORGANIC DRIED FRUIT,apple,cinnamon,"Organic Seedless Raisins, Organic Dried Apples, Organic Ground Cinnamon."
2058106,APPLE HARVEST CRUNCH DRIED FRUIT SNACKS,apple,,"Apples, And Nothing Else."
2119886,APPLE HARVEST CRUNCH DRIED FRUIT SNACKS,apple,,"Apples, And Nothing Else."
2472146,"SWEET PERSIMMON, TART APPLE & TANGY PEACH ORCHARD BLEND SKIN",apple,"persimmon,peach","Peaches, Apples, Persimmons. (May Contain Seed and/or Pit Fragments.)"
2560965,"SOUR APPLE MARTINI COCKTAIL MIX, APPLE",apple,,"Water, High Fructose Corn Syrup, Citric Acid, Sodium Citrate, Sodium Benzoate (Preservative), Natural and Artificial Fla"
2401159,"APPLE CHEER FLAVORED WATER BEVERAGE, APPLE CHEER",apple,,"Filtered Water, Organic Lemon Juice Concentrate, Organic Flavors."
2030810,CLASSIC APPLE SAUCE CUPS,apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C)."
1861801,"SPARTAN, APPLE SAUCE",apple,,"Apples, Water, Vitamin C (Vitamin C)."
1615027,ORIGINAL APPLE SAUCE,apple,,"Apples, Corn Syrup, High Fructose Corn Syrup, Water, Vitamin C (To Maintain Color)."
2328920,"CINNAMON ORGANIC APPLE CHIPS, CINNAMON",cinnamon,,Organic Apples.
2024189,"CINNAMON ORGANIC APPLE CHIPS, CINNAMON",cinnamon,,Organic Apples.
2099757,"APPLESAUCE, APPLE",apple,,"Apples, High Fructose Corn Syrup, Water) Vitamin C (Vitamin C)."
1929028,"APPLESAUCE, APPLE",apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C)."
2107129,"APPLESAUCE, APPLE",apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C)."
1928993,"APPLESAUCE, APPLE",apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C)."
2572073,"APPLE NO SUGAR ADDED APPLESAUCE, APPLE",apple,,"Apples, Water, Vitamin C (Vitamin C)."
2284183,"APPLESAUCE, APPLE",apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C)."
2366332,"APPLESAUCE, APPLE",apple,,"Apples, High Fructose Corn Syrup, Vitamin C (Vitamin C)."
2407152,"APPLESAUCE, APPLE",apple,,"Apples, Water, Vitamin C (Vitamin C)."
2417585,"APPLE APPLESAUCE, APPLE",apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C)."
2572076,"APPLE NO SUGAR ADDED APPLESAUCE, APPLE",apple,,"Apples, Water, Vitamin C (Vitamin C)."
1503480,"WESTERN FAMILY, APPLE SAUCE",apple,,"Apples, Water and Ascorbic Acid (Vitamin C)."
1503160,FANCY APPLE SAUCE,apple,,"Apples, Water, High Fructose Corn Syrup."
597777,ORIGINAL APPLE SAUCE,apple,,"Apples, High Fructose Corn Syrup. Vitamin C (Vitamin C) Added to Maintain Color."
597786,ORIGINAL APPLE SAUCE,apple,,"Apples, High Fructose Corn Syrup, Water. Ascorbic Acid."
597031,ORIGINAL APPLE SAUCE,apple,,"Apples, High Fructose Corn Syrup, Water. Ascorbic Acid."
1570410,"ORIGINAL APPLE SAUCE, ORIGINAL",apple,,"Apples, Corn Syrup, High Fructose Corn Syrup, Water, Vitamin C (To Maintain Color)."
2093186,ORIGINAL APPLE SAUCE,apple,,Apples.
2573051,"APPLE SAUCE, APPLE",apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C)."
2399802,"APPLE SAUCE, APPLE",apple,,Organic Apples.
2397772,"APPLE SAUCE, APPLE",apple,,Organic Apples.
2396346,"NO ADDED SUGAR+ APPLE SAUCE, APPLE",apple,,Organic Apples.
2399800,"APPLE SAUCE, APPLE",apple,,Organic Apples.
2416355,"UNSWEETENED APPLE SAUCE SQUEEZES, UNSWEETENED APPLE",apple,,"Apples, Ascorbic Acid.,Apples, Ascorbic Acid."
2030170,"APPLE SAUCE, APPLE",apple,,Organic Apples
2029921,"NORTH COAST, APPLE SAUCE",apple,,Apples.
1913359,"FRUIT & VEGGIE WAVE SQUEEZABLE SNACKS, APPLE, STRAWBERRY, BE",apple,"strawberry,beet","Organic Apples, Water, Organic Strawberry, Organic Red Beet, Organic Whole Grain Barley Flour, Organic Whole Grain Quino"
484873,"LUCKY LEAF, APPLE SAUCE",apple,,"Apples, High Fructose Corn Syrup, Corn Syrup and Water. Ascorbic Acid."
2210508,"APPLE SAUCE, APPLE",apple,,"Ingredients: Apples, High Fructose Corn Syrup, Corn Syrup and Water. Ascorbic Acid."
2077475,"APPLE SAUCE, APPLE",apple,,"Ingredients: Apples, High Fructose Corn Syrup, Corn Syrup and Water. Ascorbic Acid."
2077098,"APPLE SAUCE, APPLE",apple,,"Ingredients: Apples, High Fructose Corn Syrup, Corn Syrup and Water. Ascorbic Acid."
2672559,"LITE APPLE FRUIT FILLING & TOPPING, LITE APPLE",apple,,"Ingredients: Apples, Water, Food Starch-Modified (Corn), Sucralose (Non-Nutritive Sweetener) And Spices (Cinnamon and Nu"
2013691,"APPLE SAUCE, APPLE",apple,,"Ingredients: Apples, High Fructose Corn Syrup, Corn Syrup, And Water. Ascorbic Acid."
1779167,"UNSWEETENED APPLE SAUCE, UNSWEETENED APPLE",apple,,Apples; Water; Vitamin C (Vitamin C).
2429989,"APPLE SAUCE, APPLE",apple,,Apples; Water; Vitamin C (Vitamin C).
2285884,"APPLE SAUCE, APPLE",apple,,Apples; Water; Vitamin C (Vitamin C).
1923968,"APPLE SAUCE, TROPICAL",apple,,Apples; Water; Concentrated Pineapple and Orange Juices; Banana Puree; Natural Flavors; Concentrated Passionfruit Juice;
1871734,"APPLE SAUCE, TROPICAL",apple,,Apples; Water; Concentrated Pineapple and Orange Juices; Banana Puree; Natural Flavors; Concentrated Passionfruit Juice;
2039060,APPLE SAUCE,apple,"blackberry,blueberry,raspberry","Apples; Water; Blackberry Fruit Puree, Blueberry and Raspberry Fruit Purees; Natural Flavors; Vitamin C (Vitamin C)."
2145482,"TROPICAL APPLE SAUCE, TROPICAL","apple,pineapple,orange","tropical,banana,passionfruit",Apples; Water; Concentrated Juices of Pineapples and Oranges; Natural Flavors; Banana Puree; Concentrated Passionfruit J
2008543,ORIGINAL APPLE SAUCE,apple,,"Apples, Corn Syrup, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C), Erythorbic Acid (To Maintain Color)."
2629982,"ORIGINAL APPLE SAUCE, ORIGINAL",apple,,"Apples, Corn Syrup, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C) Erythorbic Acid (To Maintain Color)."
2399454,"APPLE SAUCE, APPLE",apple,,"Organic Apples, Water, Vitamin C (Vitamin C)."
2407560,"APPLE SAUCE, APPLE",apple,,"Organic Apples, Vitamin C (To Maintain Color)."
2399596,"APPLE SAUCE, APPLE",apple,,"Organic Apples, Water, Vitamin C (Vitamin C)."
2407564,"CINNAMON APPLE SAUCE, CINNAMON APPLE",apple,cinnamon,"Organic Apples, Organic Cinnamon, Vitamin C (To Maintain Color)."
2434636,APPLES & GOUDA CHEESE,apple,,"Apples (Apples Calcium Ascorbate [To Maintain Freshness and Color]), Gouda Cheese Cubes (Gouda Cheese [Pasteurized Milk,"
1468309,ORIGINAL APPLE SAUCE,apple,,"Apples, Corn Syrup, High Fructose Corn Syrup, Water, Vitamin C (To Maintain Color)."
2026245,"ORIGINAL APPLE SAUCE, ORIGINAL",apple,,"Apples, High Fructose Corn Syrup, Corn Syrup, Water and Ascorbic Acid Added to Maintain Color."
2077175,"ORIGINAL APPLE SAUCE, ORIGINAL",apple,,"Apples, High Fructose Corn Syrup, Water and Ascorbic Acid (Vitamin C) To Maintain Color."
2077408,"ORIGINAL APPLE SAUCE, ORIGINAL",apple,,"Ingredients: Apples, High Fructose Corn Syrup, Corn Syrup, Water and Ascorbic Acid (Vitamin C) To Maintain Color."
2077276,"ORIGINAL APPLE SAUCE, ORIGINAL",apple,,"Ingredients: Apples, High Fructose Corn Syrup. Vitamin C (Vitamin c Added to Maintain Color."
2632602,"APPLE FILLING OR TOPPING, APPLE",apple,,"Apples, High Fructose Corn Syrup, Water, Modified Food Starch. Contains 2% or less of: Calcium Lactate, Citric Acid, Pre"
2380013,"ORIGINAL APPLE SAUCE, ORIGINAL",apple,,"Apples, Corn Syrup, High Fructose Corn Syrup, Erythorbic Acid to Maintain Color."
2427222,"UNSWEETENED APPLE SAUCE, APPLE",apple,,"Apples, Water, Vitamin C (Vitamin C)."
2405989,"UNSWEETENED APPLESAUCE, UNSWEETENED, APPLE",apple,,"Apples, Water, Vitamin C (To Maintain Color)."
2026203,CHUNKY APPLE SAUCE,apple,,"Apples, High Fructose Corn Syrup, Corn Syrup, Water, Vitamin C (To Maintain Color)."
2393669,"UNSWEETENED APPLE FRUIT SQUEEZE POUCH, UNSWEETENED APPLE",apple,,"Organic Apples, Vitamin C (To Maintain Color)."
2022654,"NATURAL APPLE SAUCE, APPLE",apple,,"Apples, Water, Vitamin C (To Maintain Color)."
2158219,"OLD FASHIONED APPLE SAUCE, OLD FASHIONED",apple,,"Apples, High Fructose Corn Syrup, Corn Syrup, Water, Vitamin C (Vitamin C)."
2117381,"NATURAL APPLE SAUCE, APPLE",apple,,"Apples, Water, Vitamin C (To Maintain Color)."
2022653,"OLD FASHIONED APPLE SAUCE, OLD FASHIONED",apple,,"Apples, High Fructose Corn Syrup, Corn Syrup, Water, Vitamin C (To Maintain Color)"
2119544,"OLD FASHIONED APPLE SAUCE, OLD FASHIONED APPLE",apple,,"Ingredients: Apples, High Fructose Corn Syrup, Corn Syrup, Water, Vitamin C (Vitamin C)."
2159902,"CHUNKY APPLE SAUCE, CHUNKY",apple,,"Ingredients: Apples, Corn Syrup, High Fructose Corn Syrup, Water"
2523661,"NATURAL APPLESAUCE, APPLE",apple,,"Ingredients: Apples, Water, Vitamin C (Vitamin C)."
2155337,"OLD FASHIONED APPLE SAUCE, OLD FASHIONED",apple,,"Apples, High Fructose Corn Syrup, Corn Syrup, Water, Vitamin C (To) Maintain Color)."
2441065,"MOTHER'S MAID, FILLING OR TOPPING, APPLE, APPLE",apple,,"Sliced Apples, Water, High Fructose Corn Syrup, Corn Syrup, Modified Corn Starch, Spice, Erythorbic Acid (To Promote Col"
2093608,"BRUSSELS SPROUTS, ONION & APPLE SAUTE",apple,onion,"Brussels Sprouts, Apples (Calcium Ascorbate Added [To Maintain Color & Freshness]), Yellow Onion."
1514817,"ORCHARD APPLE LIQUID WATER ENHANCER, ORCHARD APPLE",apple,,"Water, Citric Acid, Gum Arabic, Malic Acid, Potassium Citrate, Contains less than 2% of Niacinamide (Vitamin B3), Vitami"
2410132,"ORGANIC APPLESAUCE, APPLE",apple,,Organic Apples.
602163,"ORGANIC APPLESAUCE, APPLE",apple,,Organic Apples.
1920459,"ORIGINAL APPLE SAUCE, APPLE",apple,,"Apples, Water and Natural Flavor, Vitamin C (Vitamin C) To Maintain Color."
2437277,APPLE SAUCE,apple,,"Apples, Water and Natural Flavor, Vitamin C (Vitamin C) To Maintain Color."
1931832,"ON-THE-GO FRUIT SAUCE, UNSWEETENED APPLE CINNAMON",apple,cinnamon,"Apples, Bananas, Cinnamon."
1627985,"PURE BLENDED FRUIT, APPLE CINNAMON",apple,cinnamon,"Apples, Cinnamon."
1627981,"PURE BLENDED FRUIT, APPLE STRAWBERRY",apple,strawberry,"Apples, Strawberries."
2065843,ONLY APPLES PEACHES & APRICOTS FRUIT SAUCE,apple,"peach,apricot","Apples, Peach Puree, Apricot Puree, Vitamin C (To Maintain Color)."
370617,"APPLESNAX, APPLE SAUCE WITH CINNAMON",cinnamon,,"Apples, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C), Natural Flavor, Spices."
411581,APPLE STRAWBERRY WATERMELON 100% FRUIT STRIP,"strawberry,watermelon",apple,"Apple Puree Concentrate, Fruit Juice Concentrates, Citrus Pectin, Citric Acid (For Tartness), Natural Flavor."
1412000,"ORIGINAL APPLE SAUCE, ORIGINAL",apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C)."
1411917,"ORIGINAL APPLE SAUCE, ORIGINAL",apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C)."
2099889,CINNAMON APPLE SAUCE,apple,cinnamon,"Apples, High Fructose Corn Syrup, Corn Syrup, Water, Cinnamon, Ascorbic Acid."
1923997,HOMESTYLE APPLE SAUCE,apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C."
1619933,HOMESTYLE APPLE SAUCE,apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C."
2075720,HOME STYLE APPLE SAUCE,apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C."
2075666,HOMESTYLE APPLE SAUCE,apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C."
2405575,"UNSWEETENED APPLE SAUCE POUCH, APPLE",apple,,"Apples, Vitamin C (To Maintain Color)."
1973868,"APPLE CIDER VINEGAR STRAWBERRY PINEAPPLE DRINK ENHANCER, APP","strawberry,pineapple",,"Apple Cider Vinegar, Water, Citric Acid, Contains less than 2% of: Sucralose and Acesulfame Potassium, Natural Flavor, G"
2451720,"APPLES & CARAMEL CUP, APPLES & CARAMEL",caramel,,Apples.
2605979,"UNSWEETENED APPLE SAUCE POUCHES, UNSWEETENED APPLE",apple,,"Apples, Vitamin C (To Maintain Color)."
2661412,"UNSWEETENED APPLE FRUIT PUREE POUCH, UNSWEETENED APPLE",apple,,"Organic Apples, Vitamin C (To Maintain Color)."
2606159,"UNSWEETENED APPLE FRUIT PUREE POUCHES, UNSWEETENED APPLE",apple,,"Apples, Vitamin C (To Maintain Color)."
2606150,"UNSWEETENED APPLE FRUIT PUREE POUCHES, UNSWEETENED APPLE",apple,,"Organic Apples, Vitamin C (To Maintain Color)."
2606158,"UNSWEETENED APPLE FRUIT PUREE POUCHES, UNSWEETENED APPLE",apple,,"Apples, Vitamin C (To Maintain Color)."
2606160,"UNSWEETENED APPLE FRUIT PUREE POUCHES, UNSWEETENED APPLE",apple,,"Apples, Vitamin C (To Maintain Color)."
2090364,HOMESTYLE APPLE SAUCE,apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C (Preservative)."
2606249,"UNSWEETENED APPLE FRUIT PUREE POUCHES, UNSWEETENED APPLE",apple,,"Apples, Vitamin C (To Maintain Color)."
2606629,"APPLE CINNAMON SLEIGH BELL COCKTAIL MIXER, APPLE CINNAMON",cinnamon,apple,"Water, Organic Agave Syrup, Apple Juice from Concentrate, Lemon Juice from Concentrate, Natural Flavor, Malic Acid, Citr"
2606781,"UNSWEETENED APPLE FRUIT PUREE POUCHES, UNSWEETENED APPLE",apple,,"Apples, Vitamin C (To Maintain Color)."
2655689,"UNSWEETENED APPLE FRUIT PUREE POUCHES, UNSWEETENED APPLE",apple,,"Apples, Vitamin C (To Maintain Color)."
2649823,"Zee Zees Fruit Cup, Apple, Diced, Original, 4.5oz",apple,,"Apples, Water, White Grape Juice Concentrate, Vitamin C (Vitamin C), Citric Acid, Salt."
1063297,"UNSWEETENED APPLE SAUCE, UNSWEETENED APPLE",apple,,"Apples, Water, Vitamin C (To Maintain Color)."
2649807,"Zee Zees Fruit Cup, Apple, Diced, Cinnamon, 4.5oz",cinnamon,,"Apples, Water, White Grape Juice Concentrate, Natural Flavor, Vitamin C (Vitamin C), Citric Acid, Salt."
2117343,APPLE SNACK,apple,,"Apples, Canola Oil, Maltose Dextrin."
2469958,"APPLE CINNAMON HIGH PROTEIN SHAKE, APPLE CINNAMON","apple,cinnamon",,"Water, Milk Protein Concentrate, Oats+, Soluble Corn Fiber, Calcium Caseinate, Contains less than 1% of High Oleic Sunfl"
2546895,"APPLE CINNAMON HIGH PROTEIN SHAKE, APPLE CINNAMON","apple,cinnamon",,"Water, Milk Protein Concentrate, Oats, Soluble Corn Fiber, Calcium Caseinate, Contains less than 1% of High Oleic Sunflo"
1894518,APPLE SAUCE,apple,,"Apples, Water, Vitamin C (Vitamin C)"
1858530,"APPLE SAUCE, CHUNKY",apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C)."
1894519,APPLE SAUCE,apple,,"Apples, High Fructose Corn Syrup, Water, Vitamin C (Vitamin C)."
2541020,"APPLE CINNAMON SMOOTH & CREAMY HIGH PROTEIN SHAKE WITH OATS,","apple,cinnamon",,"Water, Milk Protein Concentrate, Oats+, Soluble Corn Fiber, Calcium Caseinate, Contains less than 1% of High Oleic Sunfl"
2542578,"APPLE CINNAMON FLAVORED HIGH PROTEIN SHAKE WITH OATS, APPLE ","apple,cinnamon",,"Ingredients: Water, Milk Protein Concentrate, Oats+, Soluble Corn Fiber, Calcium Caseinate, Contains less than 1% of Hig"
1918591,"CHIAPPLE ORGANIC SUPERFOOD, PURE APPLE",apple,chia,"Organic Apples, Hydrated Organic Chia Seeds (Water, Chia Seeds), Citric Acid"
2033829,SLICED APPLE WITH MILD CHEDDAR CHEESE,apple,,"Apples with Calcium Ascorbate, Citric Acid. Cheddar Cheese: Cheddar Cheese (Pasteurized Milk, Cheese Culture, Salt, Enzy"
2465780,"APPLES & CARAMEL DIP, APPLES & CARAMEL",caramel,,Green Apple (USA).
1849999,"CLOVER VALLEY, APPLE SAUCE, APPLE, APPLE",apple,,"Apples, High Fructose Corn Syrup, Corn Syrup, Water, Vitamin C (Vitamin C) Added to Maintain Color."
2390956,"APPLE ORCHARD BLEND ALL NATURAL BLENDED FRUITS, APPLE ORCHAR",apple,,Apples.
2290595,"SPARKLING DRINK MIX, APPLE-PEACH","apple,peach",,"Fructose, Water, Natural Flavors, Citric Acid, Vitamin C, Black Carrot Juice, Beta Carotene"
2068667,STUFFING MIX WITH APPLES & SAGE,apple,sage,"Apples (Apples, Calcium Ascorbate [A Blend of Calcium and Vitamins to Maintain Color]), Celery, Yellow Onion, Parsley, S"
2436670,"FRUIT BARS, APPLES + CHERRIES",apple,cherry,"Apples, Cherries."
2436673,"FRUIT BARS, APPLES + BANANAS",apple,banana,"Apples, Bananas."
2652767,"FRUIT BARS, APPLE + KIWI",apple,kiwi,"Apples, Kiwis."
2432173,"FRUIT BARS, APPLE + BLUEBERRIES",apple,blueberry,"Apples, Blueberries."
2432175,"FRUIT BARS, APPLE + PINEAPPLE","apple,pineapple",,"Apples, Pineapples."
2392078,"1 APPLE + 12 STRAWBERRIES FRUIT BAR, APPLE + STRAWBERRIES",apple,strawberry,"Apples, Strawberries."
1920680,"100% FRUIT FOR ALL, APRICOT WITH APPLE",apple,apricot,"Apples, Apricots, Natural Flavors, Vitamin C (Vitamin C) To Retain Color"
1887057,"LITTLE DUCK ORGANICS, MIGHTY FRUITS, APPLE + MANGO, APPLE + ",apple,mango,"Organic Apples, Organic Mangos"
2400966,"1 APPLE + 1 PEAR + GINGER FRUIT BAR, APPLE + PEAR + GINGER",apple,"pear,ginger","Apples, Pears, Ginger."
2435098,NATURAL APPLE SAUCE,apple,,"Organic Apples, Water, Vitamin C."
2541235,"CINNAMON APPLE SAUCE, CINNAMON",apple,cinnamon,"Apples, Honey, Lemon Juice, Cinnamon"
2293402,"CINNAMON UNIQUELY CRINKLE CUT ORGANIC RED APPLE CHIPS, CINNA",cinnamon,,Organic Apples.
2609755,"UNSWEETENED APPLE APPLESAUCE, UNSWEETENED APPLE",apple,,"Apples, Water, Vitamin C (To Maintain Color)."
475502,"APPLE, PRETZEL, CHEESE SNACKERS",apple,,"Apples, Calcium Ascorbate (Calcium and Vitamin C), Cheddar Cheese: [Pasteurized Milk, Cheese Culture, Salt, Enzymes, Ann"
2470036,"ORGANIC SAFARI MIX WITH ROASTED SOYA BEANS, PINEAPPLE & BLUE",pineapple,blueberries,"Sunflower Seeds*, Soybeans* (Soybeans*, Soybean Oil), Cranberries (Cranberries*, Sugar*, Sunflower Oil*), Green Raisins*"
1907062,APPLE PEAR GINGER OATS,apple,"pear,ginger","Organic Apples, Organic Pear, Coconut Water, Raisins, Steel Cut Oats, Cinnamon, Vanilla, Ginger, Monk Fruit Extract."
2555875,125/0.34OZ TREE TOP APPLE CRISPS STRAWBERRY FLAVOR CASE,strawberry,,Dried Apples; Natural Flavor.
2555884,0.34OZ LM UNPUFF APPLE CRISPS STRAWBERRY FLAVOR,strawberry,,Dried Apples
2641687,"NORTHWEST HONEY APPLE CRISPS, NORTHWEST HONEY APPLE",honey,,Apples
2640055,"CARAMEL APPLE BAKED CRISP, CARAMEL APPLE",caramel,,"Apples (Apples, Vitamin C, Salt, Citric Acid), Sugar, Water, Yellow Cake Mix (Enriched Bleached Flour [Wheat Flour, Niac"
1980981,"CRISPY & DELICIOUS CARAMEL APPLES WITH PEANUTS, PEANUTS",apple,,"Apples, Roasted Peanuts, Corn Syrup, Sugar, Condensed Whole Milk (Skim Milk, Sugar), Vegetable Shortening (Soybean Oil),"
2369630,"CRISPY& DELICIOUS CARAMEL APPLES WITH PEANUTS, CARAMEL APPLE",apple,,"Apples, Roasted Peanuts, Corn Syrup, Sugar, Condensed Whole Milk (Skim Milk. Sugar). Vegetable Shortening (Soybean Oil),"
2217593,"CRISPY & DELICIOUS CARAMEL APPLES WITH CHOCOLATE CHIPS, CARA",caramel,chocolate,"Apple, Corn Syrup, Sugar, Condensed Milk, Shortening (Hydrogenated Palm Kernel Oil, Citric Acid [Preservative], Lecithin"
1888783,"DELICIOUS GOURMET CARAMEL APPLES, DOUBLE CHOCOLATE",caramel,double_chocolate,"Apple, White Chocolate Chips, Chocolate Chips, Corn Syrup, Sugar, Sweet Condensed Milk, Vegetable Shortening, Evaporated"
2606452,"STRAWBERRY, APPLE & PEACH FREEZE-DRIED FRUIT BLEND, STRAWBER",apple,"strawberry,peach","Freeze-Dried Strawberries, Freeze-Dried Apples, Freeze-Dried Peaches, Vitamin C, Citric Acid, Salt (To Preserve Color)."
2275844,"LOOKIN' PINE FREEZE DRIED PINEAPPLE, LOOKIN' PINE",pineapple,,Pineapples
1888784,"DELICIOUS GOURMET CARAMEL APPLES, CHOCOLATE PECAN",caramel,,"Apple, Roasted Salted Pecans, Chocolate Chips, Corn Syrup, Sugar, Sweet Condensed Milk, Vegetable Shortening, Evaporated"
2071940,DOUBLE DIPPED FREEZE DRIED APPLES,apple,"caramel,white_fudge,cinnamon","White Fudge (Sugar, Palm Kernel Oil, Whey Powder, Nonfat Milk Powder, Soy Lecithin, Monoglycerides, Titanium Dioxide Col"
1910180,"KROGER, PIE FILLING, APPLE, APPLE",apple,,"Sliced Apples, Water, Sugar, Modified Corn Starch, Spice, Erythorbic Acid(To Maintain Color)."
2025656,MICHIGAN APPLE PREMIUM PIE FILLING & TOPPING,apple,,"Michigan Apples, Cane Sugar, Lemon Juice, Cinnamon, Cornstarch."
2243285,"APPLE PIE FILLING & TOPPING, APPLE",apple,,"Sliced Apples, Water, Sugar, Modified Corn Starch, Cinnamon, Erythorbic Acid (To Promote Color Retention)."
2430347,"APPLE PIE FILLING, APPLE",apple,,"Sliced Apples, Water High Fructose Corn Syrup, Corn Syrup, Modified Corn Starch, Spice, Erythorbic Acid (To Promote Colo"
1955391,"APPLE PIE FILLING, APPLE",apple,,"Sliced Apples, Water, High Fructose Corn Syrup, Modified Corn Starch, Cinnamon, Erythorbic Acid (To Promote Color Retent"
1871468,"TINY FRUITS + VEGGIES FREEZE DRIED SNACKS!, PINEAPPLE APPLE ","pineapple,apple",,"Organic Peas, Organic Pineapples, Organic Apples"
2077433,SLICED APPLES FOR PIES & DESSERTS,apple,,Apples and Water.
1858281,"PIE FILLING & TOPPING, APPLE",apple,,"Apples Slice, Sugar, Water, Food Starch-Modified (Corn), Natural Fruit Flavor (Cinnamon and Nutmeg)."
2280864,"VERY APPLE PIE FILLING OR TOPPING, VERY APPLE",apple,,"Sliced Apples, Water, Sugar, Modified Corn Starch, Cinnamon, Erythorbic Acid (To Promote Color Retention)."
2245307,"APPLE PIE FILLING OR TOPPING, APPLE",apple,,"Sliced Apples, Water, Sugar, Modified Corn Starch, Cinnamon, Erythorbic Acid (To Promote Color Retention)."
2632607,"APPLE PIE FILLING, APPLE",apple,,"Apples, High Fructose Corn Syrup, Water, Modified Food Starch, Potassium Chloride, Carrageenan, Preservatives (Potassium"
2305829,"APPLE PIE FILLING & TOPPING, APPLE",apple,,"Apples, Water, Sugar, Modified Cornstarch, Cinnamon, Erythorbic Acid (For Color Retention)."
2619318,"APPLE PIE FILLING, APPLE",apple,,"Sliced Apples, Water, High Fructose Corn Syrup, Corn Syrup, Modified Corn Starch, Spice, Erythorbic Acid (To Promote Col"
2601177,"APPLE PIE FILLING OR TOPPING, APPLE",apple,,"Apples, Water, Modified Food Starch (Corn), Sucralose (Non-Nutritive Sweetener) And Spices."
2632603,"DELUXE APPLE PIE FILLING, DELUXE APPLE",apple,,"Apples, High Fructose Corn Syrup, Water, Modified Food Starch. Contains 2% or less of: Calcium Lactate, Citric Acid, Pre"
2620342,"APPLE PIE FILLING OR TOPPING, APPLE",apple,,"Apples, Sugar, Water, Modified Food Starch (Corn), Natural Flavors, Citric Acid, And Cinnamon."
2037931,"ORIGINAL COUNTRY APPLE PIE FILLING & TOPPING, ORIGINAL COUNT",apple,,"Apples, High Fructose Corn Syrup, Water, Modified Food Starch, Erythorbic Acid (To Promote Color Retention), Cinnamon, C"
2098366,"APPLE PIE FILLING & TOPPING, APPLE",apple,,"Apples, Water, Sugar, Cornstarch, Cinnamon, Natural Flavors, Spices, Citric Acid."
2023451,"APPLE PIE FILLING & TOPPING, APPLE",apple,,"Apples, Water, Sugar, Modified Food Starch, Natural Flavors, Cinnamon, Erythorbic Acid (To Promote Color Retention), Cit"
2389224,"APPLE PIE FILLING & TOPPING, APPLE",apple,cinnamon,"Apples, Water, Modified Food Starch. Contains 2% or less of: Sucralose, Cinnamon, Erythorbic Acid (To Promote Color Rete"
2673297,APPLE PIE FILLING & TOPPING,apple,,"Sliced Apples, Water, High Fructose Corn Syrup, Modified Corn Starch, Cinnamon, Erythorbic Acid (To Promote Color Retent"
2008226,APPLE PIE FILLING,apple,,"Apples, High Fructose Corn Syrup, Corn Syrup, Water, Modified Food Starch (Corn), Citric Acid, Spices, Vitamin C, Erytho"
2441742,"PIE FILLING, APPLE",apple,,"Apples, Sugar, Water, Thermflo, Lemon Juice, Spice, Salt."
