fndds_code,protein_g,fat_g,carbs_g,fiber_g,sugar_g,energy_kcal,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,vitamin_b3_mg,vitamin_b5_mg,vitamin_b6_mg,vitamin_b9_mcg,vitamin_b12_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_mcg,sat_fat_g,trans_fat_g,mufa_g,pufa_g,dha_g,epa_g,ala_g,linoleic_g,cholesterol_mg
11100000,3.33,2.14,4.83,0.0,4.88,52.0,58.0,0.057,0.137,0.11,0.0,0.061,1.0,0.56,0.1,1.1,0.03,0.2,125.0,0.0,12.0,103.0,156.0,39.0,0.43,0.001,0.0,1.9,1.249,0.0,0.458,0.07,0.0,0.0,0.008,0.074,9.0
11111000,3.27,3.2,4.63,0.0,4.81,61.0,32.0,0.056,0.138,0.105,0.0,0.061,0.0,0.54,0.0,1.1,0.05,0.3,123.0,0.0,12.0,101.0,150.0,38.0,0.42,0.001,0.0,1.9,1.86,0.0,0.688,0.108,0.0,0.001,0.013,0.115,12.0
11111002,3.27,3.2,4.63,0.0,4.81,61.0,32.0,0.056,0.138,0.105,0.0,0.061,0.0,0.54,0.0,1.1,0.05,0.3,123.0,0.0,12.0,101.0,150.0,38.0,0.42,0.001,0.0,1.9,1.86,0.0,0.688,0.108,0.0,0.001,0.013,0.115,12.0
11111088,3.27,3.2,4.63,0.0,4.81,61.0,32.0,0.056,0.138,0.105,0.0,0.061,0.0,0.54,0.0,1.1,0.05,0.3,123.0,0.0,12.0,101.0,150.0,38.0,0.42,0.001,0.0,1.9,1.86,0.0,0.688,0.108,0.0,0.001,0.013,0.115,12.0
11112110,3.36,1.9,4.9,0.0,4.89,50.0,83.0,0.059,0.137,0.112,0.0,0.061,2.0,0.55,0.2,1.1,0.03,0.2,126.0,0.0,12.0,103.0,159.0,39.0,0.43,0.001,0.0,1.8,1.11,0.0,0.4,0.058,0.0,0.0,0.007,0.061,8.0
11112210,3.38,0.95,5.18,0.0,4.96,43.0,58.0,0.057,0.14,0.113,0.0,0.06,2.0,0.61,0.0,1.1,0.02,0.1,126.0,0.0,12.0,103.0,159.0,39.0,0.43,0.001,0.0,2.1,0.568,0.0,0.21,0.032,0.0,0.0,0.004,0.033,5.0
11113000,3.43,0.08,4.92,0.0,5.05,34.0,64.0,0.056,0.131,0.118,0.0,0.058,2.0,0.58,0.0,1.1,0.0,0.0,132.0,0.0,12.0,107.0,167.0,41.0,0.45,0.002,0.0,2.0,0.049,0.0,0.017,0.006,0.0,0.0,0.0,0.005,3.0
11114300,3.38,0.95,5.18,0.0,4.96,43.0,58.0,0.057,0.14,0.113,0.0,0.06,2.0,0.61,0.0,1.1,0.02,0.1,126.0,0.0,12.0,103.0,159.0,39.0,0.43,0.001,0.0,2.1,0.568,0.0,0.21,0.032,0.0,0.0,0.004,0.033,5.0
11114320,3.43,0.08,4.92,0.0,5.05,34.0,64.0,0.056,0.131,0.118,0.0,0.058,2.0,0.58,0.0,1.1,0.0,0.0,132.0,0.0,12.0,107.0,167.0,41.0,0.45,0.002,0.0,2.0,0.049,0.0,0.017,0.006,0.0,0.0,0.0,0.005,3.0
11114330,3.36,1.9,4.9,0.0,4.89,50.0,83.0,0.059,0.137,0.112,0.0,0.061,2.0,0.55,0.2,1.1,0.03,0.2,126.0,0.0,12.0,103.0,159.0,39.0,0.43,0.001,0.0,1.8,1.11,0.0,0.4,0.058,0.0,0.0,0.007,0.061,8.0
11114350,3.27,3.2,4.63,0.0,4.81,61.0,32.0,0.056,0.138,0.105,0.0,0.061,0.0,0.54,0.0,1.1,0.05,0.3,123.0,0.0,12.0,101.0,150.0,38.0,0.42,0.001,0.0,1.9,1.86,0.0,0.688,0.108,0.0,0.001,0.013,0.115,12.0
11114351,3.27,3.2,4.63,0.0,4.81,61.0,32.0,0.056,0.138,0.105,0.0,0.061,0.0,0.54,0.0,1.1,0.05,0.3,123.0,0.0,12.0,101.0,150.0,38.0,0.42,0.001,0.0,1.9,1.86,0.0,0.688,0.108,0.0,0.001,0.013,0.115,12.0
11115000,3.27,3.2,4.63,0.0,4.81,61.0,32.0,0.056,0.138,0.105,0.0,0.061,0.0,0.54,0.0,1.1,0.05,0.3,123.0,0.0,12.0,101.0,150.0,38.0,0.42,0.001,0.0,1.9,1.86,0.0,0.688,0.108,0.0,0.001,0.013,0.115,12.0
11115300,3.46,1.08,4.81,0.0,5.36,43.0,36.0,0.048,0.196,0.128,0.0,0.039,5.0,0.22,1.0,0.5,0.05,0.1,120.0,0.01,11.0,92.0,158.0,92.0,0.43,0.001,0.0,2.0,0.552,0.0,0.199,0.033,0.0,0.0,0.013,0.022,5.0
11115301,3.46,1.08,4.81,0.0,5.36,43.0,36.0,0.048,0.196,0.128,0.0,0.039,5.0,0.22,1.0,0.5,0.05,0.1,120.0,0.01,11.0,92.0,158.0,92.0,0.43,0.001,0.0,2.0,0.552,0.0,0.199,0.033,0.0,0.0,0.013,0.022,5.0
11115400,3.59,0.96,7.48,0.0,6.91,52.0,174.0,0.03,0.172,0.128,0.0,0.059,18.0,0.3,0.8,1.0,0.04,0.6,124.0,0.04,12.0,100.0,159.0,38.0,0.45,0.009,0.0,3.6,0.596,0.0,0.286,0.047,0.0,0.0,0.006,0.038,5.0
11115401,3.59,0.96,7.48,0.0,6.91,52.0,174.0,0.03,0.172,0.128,0.0,0.059,18.0,0.3,0.8,1.0,0.04,0.6,124.0,0.04,12.0,100.0,159.0,38.0,0.45,0.009,0.0,3.6,0.596,0.0,0.286,0.047,0.0,0.0,0.006,0.038,5.0
11116000,3.56,4.14,4.45,0.0,4.45,69.0,57.0,0.048,0.138,0.277,0.0,0.046,1.0,0.07,1.3,1.3,0.07,0.3,134.0,0.05,14.0,111.0,204.0,50.0,0.3,0.046,0.0,1.4,2.667,0.0,1.109,0.149,0.0,0.0,0.04,0.109,11.0
11120000,3.2,0.07,4.6,0.0,4.6,32.0,58.0,0.037,0.137,0.084,0.0,0.032,4.0,0.36,0.6,1.0,0.0,0.0,114.0,0.03,11.0,86.0,159.0,51.0,0.37,0.013,0.0,2.4,0.044,0.0,0.018,0.003,0.0,0.0,0.001,0.002,2.0
11121100,4.01,4.08,5.86,0.0,5.86,76.0,39.0,0.043,0.184,0.099,0.0,0.046,6.0,0.5,1.3,1.6,0.09,0.3,142.0,0.07,14.0,118.0,203.0,60.0,0.52,0.021,0.0,2.5,2.554,0.0,1.209,0.101,0.0,0.0,0.031,0.07,15.0
11121210,4.01,4.08,5.86,0.0,5.86,76.0,39.0,0.043,0.184,0.099,0.0,0.046,6.0,0.5,1.3,1.6,0.09,0.3,142.0,0.07,14.0,118.0,203.0,60.0,0.52,0.021,0.0,2.5,2.554,0.0,1.209,0.101,0.0,0.0,0.031,0.07,15.0
11121300,4.01,4.08,5.86,0.0,5.86,76.0,39.0,0.043,0.184,0.099,0.0,0.046,6.0,0.5,1.3,1.6,0.09,0.3,142.0,0.07,14.0,118.0,203.0,60.0,0.52,0.021,0.0,2.5,2.554,0.0,1.209,0.101,0.0,0.0,0.031,0.07,15.0
11210050,6.81,7.56,10.04,0.0,10.04,134.0,65.0,0.047,0.316,0.194,0.0,0.05,8.0,0.16,1.9,2.0,0.14,0.5,261.0,0.19,24.0,203.0,303.0,106.0,0.77,0.016,0.0,2.3,4.591,0.0,2.335,0.245,0.0,0.0,0.078,0.167,29.0
11211050,6.81,7.56,10.04,0.0,10.04,134.0,65.0,0.047,0.316,0.194,0.0,0.05,8.0,0.16,1.9,2.0,0.14,0.5,261.0,0.19,24.0,203.0,303.0,106.0,0.77,0.016,0.0,2.3,4.591,0.0,2.335,0.245,0.0,0.0,0.078,0.167,29.0
11211400,7.42,1.96,11.15,0.0,11.15,92.0,131.0,0.044,0.304,0.171,0.0,0.054,9.0,0.24,1.2,2.0,0.05,0.2,285.0,0.28,27.0,192.0,326.0,113.0,0.88,0.016,0.0,2.5,1.214,0.0,0.569,0.071,0.0,0.0,0.028,0.044,8.0
11212050,7.55,0.2,11.35,0.0,11.35,78.0,118.0,0.045,0.309,0.174,0.0,0.055,9.0,0.24,1.2,2.0,0.0,0.0,290.0,0.29,27.0,195.0,332.0,115.0,0.9,0.016,0.0,2.5,0.121,0.0,0.062,0.006,0.0,0.0,0.002,0.004,4.0
11220000,7.91,8.7,54.4,0.0,54.4,321.0,74.0,0.09,0.416,0.21,0.0,0.051,11.0,0.44,2.6,0.2,0.16,0.6,284.0,0.19,26.0,253.0,371.0,127.0,0.94,0.015,0.0,14.8,5.486,0.0,2.427,0.337,0.0,0.0,0.121,0.216,34.0
11300100,1.14,1.6,3.04,0.1,2.03,31.0,35.0,0.017,0.038,0.1,0.0,0.012,4.0,0.38,0.0,1.0,2.07,0.9,153.0,0.32,10.0,35.0,52.0,51.0,0.2,0.039,0.0,0.7,0.159,0.0,0.782,0.509,0.0,0.0,0.063,0.447,0.0
11320000,3.41,2.05,5.22,0.0,4.53,53.0,56.0,0.06,0.081,0.227,0.0,0.053,19.0,0.37,0.0,0.7,0.15,2.9,97.0,0.52,21.0,66.0,152.0,33.0,0.3,0.104,0.0,1.8,0.301,0.0,0.399,1.104,0.0,0.0,0.159,0.949,0.0
11320001,3.41,2.05,5.22,0.0,4.53,53.0,56.0,0.06,0.081,0.227,0.0,0.053,19.0,0.37,0.0,0.7,0.15,2.9,97.0,0.52,21.0,66.0,152.0,33.0,0.3,0.104,0.0,1.8,0.301,0.0,0.399,1.104,0.0,0.0,0.159,0.949,0.0
11320002,3.41,2.05,5.22,0.0,4.53,53.0,56.0,0.06,0.081,0.227,0.0,0.053,19.0,0.37,0.0,0.7,0.15,2.9,97.0,0.52,21.0,66.0,152.0,33.0,0.3,0.104,0.0,1.8,0.301,0.0,0.399,1.104,0.0,0.0,0.159,0.949,0.0
11320005,3.41,2.05,5.22,0.0,4.53,53.0,56.0,0.06,0.081,0.227,0.0,0.053,19.0,0.37,0.0,0.7,0.15,2.9,97.0,0.52,21.0,66.0,152.0,33.0,0.3,0.104,0.0,1.8,0.301,0.0,0.399,1.104,0.0,0.0,0.159,0.949,0.0
11320007,3.41,2.05,5.22,0.0,4.53,53.0,56.0,0.06,0.081,0.227,0.0,0.053,19.0,0.37,0.0,0.7,0.15,2.9,97.0,0.52,21.0,66.0,152.0,33.0,0.3,0.104,0.0,1.8,0.301,0.0,0.399,1.104,0.0,0.0,0.159,0.949,0.0
11320100,3.55,2.12,1.29,0.0,0.56,38.0,58.0,0.063,0.084,0.236,0.0,0.055,20.0,0.39,0.0,0.7,0.16,3.0,101.0,0.54,22.0,69.0,158.0,34.0,0.31,0.108,0.0,1.9,0.314,0.0,0.416,1.15,0.0,0.0,0.166,0.989,0.0
11320102,3.55,2.12,1.29,0.0,0.56,38.0,58.0,0.063,0.084,0.236,0.0,0.055,20.0,0.39,0.0,0.7,0.16,3.0,101.0,0.54,22.0,69.0,158.0,34.0,0.31,0.108,0.0,1.9,0.314,0.0,0.416,1.15,0.0,0.0,0.166,0.989,0.0
11320200,3.55,2.12,1.29,0.0,0.56,38.0,58.0,0.063,0.084,0.236,0.0,0.055,20.0,0.39,0.0,0.7,0.16,3.0,101.0,0.54,22.0,69.0,158.0,34.0,0.31,0.108,0.0,1.9,0.314,0.0,0.416,1.15,0.0,0.0,0.166,0.989,0.0
11321000,3.35,2.03,8.32,0.1,7.49,64.0,54.0,0.059,0.08,0.225,0.0,0.051,19.0,0.36,0.0,0.6,0.15,2.8,94.0,0.55,22.0,66.0,151.0,32.0,0.31,0.112,0.0,1.8,0.315,0.0,0.399,1.068,0.0,0.0,0.154,0.918,0.0
11321002,3.35,2.03,8.32,0.1,7.49,64.0,54.0,0.059,0.08,0.225,0.0,0.051,19.0,0.36,0.0,0.6,0.15,2.8,94.0,0.55,22.0,66.0,151.0,32.0,0.31,0.112,0.0,1.8,0.315,0.0,0.399,1.068,0.0,0.0,0.154,0.918,0.0
11321100,3.35,2.03,8.32,0.1,7.49,64.0,54.0,0.059,0.08,0.225,0.0,0.051,19.0,0.36,0.0,0.6,0.15,2.8,94.0,0.55,22.0,66.0,151.0,32.0,0.31,0.112,0.0,1.8,0.315,0.0,0.399,1.068,0.0,0.0,0.154,0.918,0.0
11343543,3.35,2.03,8.32,0.1,7.49,64.0,54.0,0.059,0.08,0.225,0.0,0.051,19.0,0.36,0.0,0.6,0.15,2.8,94.0,0.55,22.0,66.0,151.0,32.0,0.31,0.112,0.0,1.8,0.315,0.0,0.399,1.068,0.0,0.0,0.154,0.918,0.0
11350000,0.53,1.18,4.31,0.0,3.99,30.0,39.0,0.0,0.032,0.071,0.0,0.0,0.0,0.33,0.0,0.9,3.19,0.0,166.0,0.28,7.0,29.0,30.0,58.0,0.16,0.02,0.0,0.0,0.1,0.0,0.7,0.265,0.0,0.0,0.001,0.265,0.0
11350001,0.53,1.18,4.31,0.0,3.99,30.0,39.0,0.0,0.032,0.071,0.0,0.0,0.0,0.33,0.0,0.9,3.19,0.0,166.0,0.28,7.0,29.0,30.0,58.0,0.16,0.02,0.0,0.0,0.1,0.0,0.7,0.265,0.0,0.0,0.001,0.265,0.0
11350002,0.53,1.18,4.31,0.0,3.99,30.0,39.0,0.0,0.032,0.071,0.0,0.0,0.0,0.33,0.0,0.9,3.19,0.0,166.0,0.28,7.0,29.0,30.0,58.0,0.16,0.02,0.0,0.0,0.1,0.0,0.7,0.265,0.0,0.0,0.001,0.265,0.0
11350006,0.53,1.18,4.31,0.0,3.99,30.0,39.0,0.0,0.032,0.071,0.0,0.0,0.0,0.33,0.0,0.9,3.19,0.0,166.0,0.28,7.0,29.0,30.0,58.0,0.16,0.02,0.0,0.0,0.1,0.0,0.7,0.265,0.0,0.0,0.001,0.265,0.0
11350007,0.53,1.18,4.31,0.0,3.99,30.0,39.0,0.0,0.032,0.071,0.0,0.0,0.0,0.33,0.0,0.9,3.19,0.0,166.0,0.28,7.0,29.0,30.0,58.0,0.16,0.02,0.0,0.0,0.1,0.0,0.7,0.265,0.0,0.0,0.001,0.265,0.0
11350010,0.57,1.2,7.44,0.1,6.97,43.0,38.0,0.0,0.033,0.075,0.0,0.0,0.0,0.32,0.0,0.8,3.08,0.0,161.0,0.31,8.0,30.0,33.0,56.0,0.18,0.031,0.0,0.1,0.121,0.0,0.69,0.257,0.0,0.0,0.001,0.257,0.0
11350020,0.55,1.22,0.34,0.0,0.0,15.0,41.0,0.0,0.033,0.074,0.0,0.0,0.0,0.34,0.0,0.9,3.32,0.0,173.0,0.29,7.0,30.0,31.0,60.0,0.17,0.021,0.0,0.0,0.104,0.0,0.729,0.276,0.0,0.0,0.001,0.276,0.0
11350030,0.55,1.22,0.34,0.0,0.0,15.0,41.0,0.0,0.033,0.074,0.0,0.0,0.0,0.34,0.0,0.9,3.32,0.0,173.0,0.29,7.0,30.0,31.0,60.0,0.17,0.021,0.0,0.0,0.104,0.0,0.729,0.276,0.0,0.0,0.001,0.276,0.0
11350031,0.55,1.22,0.34,0.0,0.0,15.0,41.0,0.0,0.033,0.074,0.0,0.0,0.0,0.34,0.0,0.9,3.32,0.0,173.0,0.29,7.0,30.0,31.0,60.0,0.17,0.021,0.0,0.0,0.104,0.0,0.729,0.276,0.0,0.0,0.001,0.276,0.0
11350032,0.55,1.22,0.34,0.0,0.0,15.0,41.0,0.0,0.033,0.074,0.0,0.0,0.0,0.34,0.0,0.9,3.32,0.0,173.0,0.29,7.0,30.0,31.0,60.0,0.17,0.021,0.0,0.0,0.104,0.0,0.729,0.276,0.0,0.0,0.001,0.276,0.0
11350033,0.55,1.22,0.34,0.0,0.0,15.0,41.0,0.0,0.033,0.074,0.0,0.0,0.0,0.34,0.0,0.9,3.32,0.0,173.0,0.29,7.0,30.0,31.0,60.0,0.17,0.021,0.0,0.0,0.104,0.0,0.729,0.276,0.0,0.0,0.001,0.276,0.0
11350040,0.54,1.21,1.53,0.0,1.2,20.0,41.0,0.0,0.033,0.073,0.0,0.0,0.0,0.34,0.0,0.9,3.28,0.0,171.0,0.29,7.0,30.0,31.0,59.0,0.17,0.021,0.0,0.0,0.103,0.0,0.72,0.273,0.0,0.0,0.001,0.273,0.0
11360000,0.28,0.97,9.17,0.3,5.28,47.0,63.0,0.027,0.142,0.39,0.0,0.039,2.0,0.63,0.0,1.0,0.47,0.2,118.0,0.2,11.0,56.0,27.0,39.0,0.13,0.037,0.0,2.2,0.0,0.0,0.625,0.313,0.0,0.0,0.008,0.305,0.0
11360001,0.28,0.97,9.17,0.3,5.28,47.0,63.0,0.027,0.142,0.39,0.0,0.039,2.0,0.63,0.0,1.0,0.47,0.2,118.0,0.2,11.0,56.0,27.0,39.0,0.13,0.037,0.0,2.2,0.0,0.0,0.625,0.313,0.0,0.0,0.008,0.305,0.0
11360200,0.66,2.33,5.37,0.5,2.04,45.0,0.0,0.023,0.008,0.056,0.0,0.005,2.0,0.5,0.0,1.7,0.37,1.5,155.0,0.21,8.0,20.0,18.0,43.0,0.19,0.029,0.0,1.5,0.187,0.0,1.349,0.62,0.0,0.0,0.154,0.465,0.0
11370000,0.21,2.08,2.92,0.0,2.5,31.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,1.0,0.0,0.0,188.0,0.3,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11370001,0.21,2.08,2.92,0.0,2.5,31.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,1.0,0.0,0.0,188.0,0.3,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11370002,0.21,2.08,2.92,0.0,2.5,31.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,1.0,0.0,0.0,188.0,0.3,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11400000,6.67,2.87,10.22,0.1,8.05,94.0,25.0,0.048,0.22,0.165,0.0,0.044,8.0,0.62,1.0,0.6,0.03,0.1,136.0,0.07,13.0,126.0,179.0,49.0,0.62,0.018,0.0,6.4,1.626,0.0,0.665,0.254,0.002,0.0,0.017,0.066,11.0
11400010,9.11,1.33,10.78,0.1,8.21,91.0,9.0,0.021,0.256,0.19,0.0,0.059,7.0,0.62,1.0,0.9,0.05,0.1,100.0,0.12,10.0,122.0,133.0,35.0,0.47,0.026,0.0,8.9,0.715,0.0,0.329,0.047,0.0,0.0,0.015,0.031,7.0
11410000,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410002,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410004,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410005,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410006,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410007,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410008,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410009,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410010,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410011,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410012,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410013,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410014,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410015,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410016,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410017,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410018,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410019,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410020,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410022,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410023,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410024,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410025,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11410026,4.57,1.34,15.69,0.2,12.84,93.0,12.0,0.04,0.195,0.103,0.0,0.045,11.0,0.48,1.9,1.2,0.04,0.2,160.0,0.14,15.0,126.0,212.0,65.0,0.77,0.025,0.0,3.1,0.861,0.0,0.372,0.038,0.0,0.0,0.011,0.027,5.0
11411010,5.25,1.55,7.04,0.0,7.04,63.0,14.0,0.044,0.214,0.114,0.0,0.049,11.0,0.56,0.8,1.2,0.03,0.2,183.0,0.08,17.0,144.0,234.0,70.0,0.89,0.013,0.0,3.3,1.0,0.0,0.426,0.044,0.0,0.0,0.013,0.031,6.0
11411100,3.82,4.48,5.57,0.0,4.09,78.0,48.0,0.055,0.243,0.135,0.0,0.045,7.0,0.37,0.5,1.2,0.06,0.2,127.0,0.0,11.0,101.0,164.0,42.0,0.43,0.003,0.0,2.2,2.32,0.0,0.874,0.092,0.0,0.0,0.027,0.082,14.0
11411200,5.25,1.55,7.04,0.0,7.04,63.0,14.0,0.044,0.214,0.114,0.0,0.049,11.0,0.56,0.8,1.2,0.03,0.2,183.0,0.08,17.0,144.0,234.0,70.0,0.89,0.013,0.0,3.3,1.0,0.0,0.426,0.044,0.0,0.0,0.013,0.031,6.0
11411300,4.23,0.09,8.08,0.0,7.68,50.0,0.0,0.048,0.234,0.124,0.0,0.053,12.0,0.61,0.9,1.2,0.0,0.2,167.0,0.0,15.0,127.0,210.0,51.0,0.6,0.0,0.0,3.6,0.116,0.0,0.049,0.005,0.0,0.0,0.001,0.004,3.0
11411390,10.2,1.36,3.6,0.0,3.24,67.0,9.0,0.022,0.278,0.209,0.0,0.063,7.0,0.69,0.0,0.0,0.04,0.1,110.0,0.07,11.0,135.0,140.0,36.0,0.52,0.017,0.0,9.8,0.726,0.0,0.33,0.048,0.0,0.0,0.015,0.032,8.0
11411400,8.78,4.39,4.75,0.0,3.25,94.0,38.0,0.055,0.244,0.227,0.0,0.044,5.0,0.75,0.0,0.0,0.01,0.0,111.0,0.0,11.0,126.0,147.0,34.0,0.47,0.01,0.0,9.7,2.39,0.0,0.958,0.469,0.004,0.0,0.023,0.106,17.0
