fndds_code,protein_g,fat_g,carbs_g,fiber_g,sugar_g,energy_kcal,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,vitamin_b3_mg,vitamin_b5_mg,vitamin_b6_mg,vitamin_b9_mcg,vitamin_b12_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_mcg,sat_fat_g,trans_fat_g,mufa_g,pufa_g,dha_g,epa_g,ala_g,linoleic_g,cholesterol_mg
82110317,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110318,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110319,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110320,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110321,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110322,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110323,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110324,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110325,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110326,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110327,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110328,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110329,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110330,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110332,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110333,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110334,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110335,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110336,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110337,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110338,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110339,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110340,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110341,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110342,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110343,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110344,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110345,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110346,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110347,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110348,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110349,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110350,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110351,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110352,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110353,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110354,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110355,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110356,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110357,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110358,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110359,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110360,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110361,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110362,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110363,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110364,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110365,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110366,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110367,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110368,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110369,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110370,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110371,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110372,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110373,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110375,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110376,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110378,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110380,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110381,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110382,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110383,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110384,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110385,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82110386,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
82120000,0.0,100.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,100.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366,0.0,42.38,38.407,0.0,0.0,4.368,33.999,0.0
83100100,1.32,44.54,5.9,0.0,4.69,430.0,15.0,0.015,0.087,0.054,0.0,0.03,4.0,0.17,0.0,0.1,2.22,134.3,28.0,0.3,5.0,186.0,64.0,810.0,0.17,0.019,0.0,3.5,6.964,0.0,9.202,25.796,0.004,0.0,3.415,22.324,26.0
83100200,0.9,64.2,3.41,0.0,2.46,594.0,14.0,0.01,0.021,0.001,0.0,0.008,5.0,0.1,0.0,0.2,2.93,138.8,7.0,0.19,1.0,19.0,23.0,639.0,0.13,0.018,0.0,1.9,10.042,0.0,14.485,38.189,0.004,0.0,4.649,33.465,37.0
83101000,1.37,51.1,4.77,0.4,3.48,484.0,14.0,0.01,0.1,0.1,0.0,0.037,5.0,0.27,0.7,0.1,4.28,85.9,37.0,0.09,8.0,74.0,88.0,642.0,0.21,0.009,0.0,1.0,8.275,0.0,13.279,27.545,0.003,0.0,3.196,24.317,31.0
83101002,1.37,51.1,4.77,0.4,3.48,484.0,14.0,0.01,0.1,0.1,0.0,0.037,5.0,0.27,0.7,0.1,4.28,85.9,37.0,0.09,8.0,74.0,88.0,642.0,0.21,0.009,0.0,1.0,8.275,0.0,13.279,27.545,0.003,0.0,3.196,24.317,31.0
83101600,1.8,35.0,2.0,0.2,2.0,326.0,11.0,0.04,0.02,0.7,0.0,0.08,0.0,0.09,8.8,0.0,4.0,69.1,4.0,0.27,6.0,25.0,108.0,905.0,0.2,0.03,0.0,1.6,5.435,0.0,8.415,19.584,0.0,0.0,2.304,17.244,4.0
83102000,2.17,57.85,3.3,0.5,2.81,542.0,9.0,0.01,0.01,0.04,0.0,0.025,2.0,0.03,0.3,0.1,4.74,104.8,48.0,1.08,2.0,19.0,29.0,1209.0,0.11,0.01,0.0,1.6,8.789,0.0,13.504,32.857,0.016,0.008,3.853,28.97,39.0
83103000,0.85,34.53,22.4,0.0,21.23,404.0,17.0,0.034,0.055,0.061,0.0,0.007,4.0,0.09,0.6,0.0,3.08,66.1,9.0,0.33,3.0,42.0,35.0,850.0,0.16,0.018,0.0,4.8,5.343,0.0,7.407,19.362,0.006,0.002,2.551,16.76,41.0
83104000,0.87,39.07,18.79,2.4,17.43,419.0,23.0,0.038,0.063,0.234,0.0,0.043,0.0,0.14,0.0,0.0,5.0,121.4,27.0,0.32,7.0,25.0,108.0,661.0,0.12,0.02,0.0,0.0,6.093,0.0,8.91,22.952,0.0,0.001,2.88,20.041,0.0
83104010,0.87,39.07,18.79,2.4,17.43,419.0,23.0,0.038,0.063,0.234,0.0,0.043,0.0,0.14,0.0,0.0,5.0,121.4,27.0,0.32,7.0,25.0,108.0,661.0,0.12,0.02,0.0,0.0,6.093,0.0,8.91,22.952,0.0,0.001,2.88,20.041,0.0
83104011,0.87,39.07,18.79,2.4,17.43,419.0,23.0,0.038,0.063,0.234,0.0,0.043,0.0,0.14,0.0,0.0,5.0,121.4,27.0,0.32,7.0,25.0,108.0,661.0,0.12,0.02,0.0,0.0,6.093,0.0,8.91,22.952,0.0,0.001,2.88,20.041,0.0
83105500,0.87,40.83,23.33,0.4,15.84,464.0,12.0,0.039,0.023,0.061,0.0,0.017,5.0,0.05,0.2,0.1,3.53,70.0,12.0,0.29,5.0,22.0,20.0,512.0,0.14,0.018,0.0,5.0,5.0,0.0,11.458,22.839,0.003,0.0,2.697,20.121,29.0
83105503,0.87,40.83,23.33,0.4,15.84,464.0,12.0,0.039,0.023,0.061,0.0,0.017,5.0,0.05,0.2,0.1,3.53,70.0,12.0,0.29,5.0,22.0,20.0,512.0,0.14,0.018,0.0,5.0,5.0,0.0,11.458,22.839,0.003,0.0,2.697,20.121,29.0
83106000,0.41,21.12,12.12,0.0,10.77,240.0,2.0,0.02,0.0,0.131,0.0,0.064,0.0,0.0,0.4,0.0,2.19,56.0,13.0,0.26,5.0,15.0,84.0,993.0,0.07,0.019,0.0,2.0,2.948,0.0,5.638,10.748,0.0,0.0,1.489,9.243,0.0
83106005,0.41,21.12,12.12,0.0,10.77,240.0,2.0,0.02,0.0,0.131,0.0,0.064,0.0,0.0,0.4,0.0,2.19,56.0,13.0,0.26,5.0,15.0,84.0,993.0,0.07,0.019,0.0,2.0,2.948,0.0,5.638,10.748,0.0,0.0,1.489,9.243,0.0
83106011,0.41,21.12,12.12,0.0,10.77,240.0,2.0,0.02,0.0,0.131,0.0,0.064,0.0,0.0,0.4,0.0,2.19,56.0,13.0,0.26,5.0,15.0,84.0,993.0,0.07,0.019,0.0,2.0,2.948,0.0,5.638,10.748,0.0,0.0,1.489,9.243,0.0
83106012,0.41,21.12,12.12,0.0,10.77,240.0,2.0,0.02,0.0,0.131,0.0,0.064,0.0,0.0,0.4,0.0,2.19,56.0,13.0,0.26,5.0,15.0,84.0,993.0,0.07,0.019,0.0,2.0,2.948,0.0,5.638,10.748,0.0,0.0,1.489,9.243,0.0
83106013,0.41,21.12,12.12,0.0,10.77,240.0,2.0,0.02,0.0,0.131,0.0,0.064,0.0,0.0,0.4,0.0,2.19,56.0,13.0,0.26,5.0,15.0,84.0,993.0,0.07,0.019,0.0,2.0,2.948,0.0,5.638,10.748,0.0,0.0,1.489,9.243,0.0
83106014,0.41,21.12,12.12,0.0,10.77,240.0,2.0,0.02,0.0,0.131,0.0,0.064,0.0,0.0,0.4,0.0,2.19,56.0,13.0,0.26,5.0,15.0,84.0,993.0,0.07,0.019,0.0,2.0,2.948,0.0,5.638,10.748,0.0,0.0,1.489,9.243,0.0
83107000,0.96,74.85,0.57,0.0,0.57,680.0,16.0,0.01,0.019,0.0,0.0,0.008,5.0,0.12,0.0,0.2,3.28,163.0,8.0,0.21,1.0,21.0,20.0,635.0,0.15,0.019,0.0,2.3,11.703,0.0,16.843,44.69,0.005,0.0,5.456,39.146,42.0
83107001,0.96,74.85,0.57,0.0,0.57,680.0,16.0,0.01,0.019,0.0,0.0,0.008,5.0,0.12,0.0,0.2,3.28,163.0,8.0,0.21,1.0,21.0,20.0,635.0,0.15,0.019,0.0,2.3,11.703,0.0,16.843,44.69,0.005,0.0,5.456,39.146,42.0
83108000,0.3,19.2,16.0,0.0,6.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.2,0.0,0.0,0.0,0.0,10.0,497.0,0.11,0.01,0.0,1.6,3.3,0.0,4.5,10.6,0.0,0.0,1.6,9.0,24.0
83108002,0.3,19.2,16.0,0.0,6.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.2,0.0,0.0,0.0,0.0,10.0,497.0,0.11,0.01,0.0,1.6,3.3,0.0,4.5,10.6,0.0,0.0,1.6,9.0,24.0
83109000,0.69,26.18,31.9,0.7,17.68,355.0,29.0,0.029,0.046,0.594,0.0,0.097,5.0,0.0,6.0,0.0,3.32,53.7,13.0,0.6,10.0,20.0,173.0,1133.0,0.22,0.058,0.0,1.6,2.39,0.0,5.928,14.83,0.0,0.0,1.741,13.089,0.0
